ID,Numeric,plaintext,original_plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
G917333231,8117333231,811733323,811733323,870640763,M906407635,811733323,G917333231,OK,False,-1
W168875213,2268875213,726887521,226887521,033773985,D137739856,726887521,W168875213,FIXED_50,True,-1
N849026188,6349026188,134902618,634902618,859281666,K992816661,134902618,N849026188,FIXED_50,True,-1
D855493955,5355493955,535549395,535549395,668611403,Q886114032,535549395,D855493955,OK,False,-1
G801368717,5601368717,560136871,560136871,657982599,P879825994,560136871,G801368717,OK,False,-1
A233205867,2533205867,753320586,253320586,316036739,G260367392,753320586,A233205867,FIXED_50,True,-1
P932105873,9032105873,903210587,903210587,663141176,Q831411764,903210587,P932105873,OK,False,-1
W193304647,2293304647,729330464,229330464,080375850,I103758506,729330464,W193304647,FIXED_50,True,-1
S862872584,6862872584,686287258,686287258,615681454,L856814543,686287258,S862872584,OK,False,-1
T244145047,4444145047,444414504,444414504,171204712,R112047125,444414504,T244145047,OK,False,-1
W969087857,9769087857,476908785,976908785,681972142,S819721423,476908785,W969087857,FIXED_50,True,-1
Z863382610,7463382610,246338261,746338261,712695979,V826959798,246338261,Z863382610,SWAPPED,True,314
M177895269,1277895269,127789526,127789526,299505547,E295055474,127789526,M177895269,OK,False,-1
W117176770,2217176770,221717677,221717677,232356311,X123563116,221717677,W117176770,SWAPPED,False,316
L162332290,1162332290,616233229,116233229,047925560,E179255605,616233229,L162332290,FIXED_50,True,-1
G235935391,3135935391,813593539,313593539,314692861,G246928615,813593539,G235935391,FIXED_50,True,-1
X118625510,2318625510,231862551,231862551,164155658,Q141556589,231862551,X118625510,OK,False,-1
A137284086,0037284086,003728408,003728408,368352027,L283520274,003728408,A137284086,OK,False,-1
O290219646,3990219646,899021964,399021964,060220674,G102206749,899021964,O290219646,SWAPPED,True,321
T825745136,6925745136,692574513,692574513,952365244,U923652444,692574513,T825745136,OK,False,-1
E211605303,2911605303,291160530,291160530,172829048,R128290481,291160530,E211605303,OK,False,-1
E259364589,2959364589,295936458,295936458,077535598,H175355983,295936458,E259364589,SWAPPED,False,324
R242573934,4242573934,924257393,424257393,486241153,X262411537,924257393,R242573934,SWAPPED,True,325
R875375146,6775375146,677537514,677537514,526143253,C861432538,677537514,R875375146,SWAPPED,False,328
M918526145,8718526145,871852614,871852614,946627399,T966273991,871852614,M918526145,OK,False,-1
U874707049,7074707049,207470704,707470704,911118553,Q911185532,207470704,U874707049,SWAPPED,True,328
F940943531,8040943531,304094353,804094353,867831836,L978318364,304094353,F940943531,FIXED_50,True,-1
A244219493,2544219493,254421949,254421949,156827154,P168271548,254421949,A244219493,OK,False,-1
M886114600,6286114600,128611460,628611460,784175783,D941757831,128611460,M886114600,FIXED_50,True,-1
R124076369,1724076369,172407636,172407636,454735585,U247355859,172407636,R124076369,SWAPPED,False,332
L100693381,1100693381,610069338,110069338,434319415,S243194152,610069338,L100693381,SWAPPED,True,334
J257036933,3457036933,345703693,345703693,144370294,O143702945,345703693,J257036933,OK,False,-1
A257730250,2557730250,255773025,255773025,429039927,R290399275,255773025,A257730250,OK,False,-1
I188906168,0888906168,588890616,088890616,108760850,K187608508,588890616,I188906168,FIXED_50,True,-1
N866932176,6366932176,136693217,636693217,823512436,H935124366,136693217,N866932176,FIXED_50,True,-1
A833429083,5033429083,003342908,503342908,935172151,S951721514,003342908,A833429083,FIXED_50,True,-1
Q230325472,4130325472,413032547,413032547,188262414,S182624142,413032547,Q230325472,OK,False,-1
E964007246,7964007246,296400724,796400724,697865753,T878657530,296400724,E964007246,FIXED_50,True,-1
U824990129,7024990129,702499012,702499012,699603164,T896031641,702499012,U824990129,SWAPPED,False,341
S894699368,6894699368,189469936,689469936,732207684,X822076841,189469936,S894699368,FIXED_50,True,-1
C810772485,5210772485,021077248,521077248,665081944,Q850819440,021077248,C810772485,SWAPPED,True,343
J135033561,0935033561,093503356,093503356,271073809,C210738098,093503356,J135033561,OK,False,-1
Q922770654,9122770654,412277065,912277065,948072999,T980729990,412277065,Q922770654,FIXED_50,True,-1
F266521924,3066521924,806652192,306652192,075828663,H158286630,806652192,F266521924,FIXED_50,True,-1
P972908438,9072908438,907290843,907290843,552894038,F828940383,907290843,P972908438,OK,False,-1
D885071823,5385071823,538507182,538507182,568640137,G886401373,538507182,D885071823,OK,False,-1
F296714884,3096714884,809671488,309671488,036348196,D163481965,809671488,F296714884,SWAPPED,True,350
X242559465,4842559465,984255946,484255946,351216099,K212160997,984255946,X242559465,FIXED_50,True,-1
X939971513,9839971513,483997151,983997151,919092848,Q990928484,483997151,X939971513,FIXED_50,True,-1
S233069142,4333069142,433306914,433306914,110669317,L106693170,433306914,S233069142,OK,False,-1
V178105511,2178105511,217810551,217810551,266333559,B263335593,217810551,V178105511,SWAPPED,False,353
O160902921,1460902921,646090292,146090292,408298138,P282981383,646090292,O160902921,FIXED_50,True,-1
U903032286,9503032286,450303228,950303228,573540145,H835401455,450303228,U903032286,FIXED_50,True,-1
R875208668,6775208668,677520866,677520866,919244486,Q992444865,677520866,R875208668,OK,False,-1
O893507323,6493507323,649350732,649350732,533387739,D833877395,649350732,O893507323,SWAPPED,False,357
Q979962897,9179962897,917996289,917996289,689381440,S893814405,917996289,Q979962897,OK,False,-1
V188760908,2188760908,218876090,218876090,368235793,L282357937,218876090,V188760908,OK,False,-1
Q295787336,4195787336,419578733,419578733,261906626,B219066261,419578733,Q295787336,OK,False,-1
P185859206,1585859206,158585920,158585920,384965556,N249655561,158585920,P185859206,OK,False,-1
Q930784377,9130784377,913078437,913078437,524394270,C843942700,913078437,Q930784377,OK,False,-1
Z150103790,2450103790,745010379,245010379,032946961,D129469612,745010379,Z150103790,FIXED_50,True,-1
U986262879,9586262879,958626287,958626287,852121387,K921213870,958626287,U986262879,OK,False,-1
G949037179,8149037179,314903717,814903717,633643484,N836434845,314903717,G949037179,FIXED_50,True,-1
V892824786,7192824786,719282478,719282478,680513244,S805132445,719282478,V892824786,SWAPPED,False,366
G262158926,3162158926,816215892,316215892,136758265,N167582658,816215892,G262158926,FIXED_50,True,-1
G133529599,0633529599,563352959,063352959,238995937,X189959374,563352959,G133529599,FIXED_50,True,-1
F971480792,8071480792,807148079,807148079,508546376,A885463766,807148079,F971480792,OK,False,-1
C151191295,0251191295,525119129,025119129,046060572,E160605722,525119129,C151191295,FIXED_50,True,-1
Z904780212,9904780212,490478021,990478021,890125095,O901250951,490478021,Z904780212,FIXED_50,True,-1
K296310844,3596310844,359631084,359631084,265741468,B257414681,359631084,K296310844,OK,False,-1
W268414294,4768414294,476841429,476841429,396727257,O267272571,476841429,W268414294,SWAPPED,False,373
F886020484,5586020484,558602048,558602048,540883654,E808836547,558602048,F886020484,OK,False,-1
L285954447,3685954447,368595444,368595444,076119115,H161191159,368595444,L285954447,SWAPPED,False,375
V827038421,7127038421,212703842,712703842,803119336,F931193363,212703842,V827038421,FIXED_50,True,-1
T805119998,6905119998,190511999,690511999,580006695,I800066952,190511999,T805119998,FIXED_50,True,-1
D263322534,2863322534,786332253,286332253,377941833,M279418333,786332253,D263322534,FIXED_50,True,-1
W250840744,4750840744,475084074,475084074,438169156,S281691561,475084074,W250840744,OK,False,-1
E828865268,5428865268,542886526,542886526,816647683,G966476830,542886526,E828865268,SWAPPED,False,381
N250801757,3850801757,385080175,385080175,017731120,B177311205,385080175,N250801757,OK,False,-1
X236653783,4836653783,983665378,483665378,039564795,D195647951,983665378,X236653783,SWAPPED,True,383
M822098849,6222098849,622209884,622209884,512794491,B827944918,622209884,M822098849,OK,False,-1
U117437720,2017437720,201743772,201743772,401845601,P218456011,201743772,U117437720,SWAPPED,False,384
N286614908,3886614908,888661490,388661490,065549293,G155492939,888661490,N286614908,FIXED_50,True,-1
I975130281,8375130281,837513028,837513028,788218176,D982181762,837513028,I975130281,OK,False,-1
K176611302,1076611302,107661130,107661130,241529987,Z115299879,107661130,K176611302,OK,False,-1
W107854169,2207854169,720785416,220785416,400251781,P202517816,720785416,W107854169,FIXED_50,True,-1
J940855011,8440855011,344085501,844085501,669191268,Q891912684,344085501,J940855011,FIXED_50,True,-1
J912723942,8412723942,841272394,841272394,827988637,H979886378,841272394,J912723942,OK,False,-1
L287266888,3687266888,368726688,368726688,449739733,T297397333,368726688,L287266888,SWAPPED,False,391
L953324660,8653324660,865332466,865332466,685979479,S859794795,865332466,L953324660,OK,False,-1
W971842073,9771842073,977184207,977184207,871855724,M918557248,977184207,W971842073,SWAPPED,False,393
U227917773,4527917773,452791777,452791777,304038055,F240380558,452791777,U227917773,SWAPPED,False,394
Q953954484,9153954484,915395448,915395448,738409389,X884093893,915395448,Q953954484,OK,False,-1
M126654901,1226654901,122665490,122665490,263385992,B233859928,122665490,M126654901,OK,False,-1
M120511685,1220511685,122051168,122051168,121280615,M112806157,122051168,M120511685,OK,False,-1
S886175911,6886175911,688617591,688617591,586276192,I862761921,688617591,S886175911,OK,False,-1
W210079529,4710079529,471007952,471007952,057146837,F171468370,471007952,W210079529,OK,False,-1
K208052839,3508052839,350805283,350805283,405187063,P251870631,350805283,K208052839,OK,False,-1
X861600970,7361600970,736160097,736160097,728280569,W882805691,736160097,X861600970,SWAPPED,False,401
Q938208454,9138208454,913820845,913820845,595212563,J852125633,913820845,Q938208454,SWAPPED,False,402
B987330521,7687330521,768733052,768733052,907843826,P978438266,768733052,B987330521,OK,False,-1
J916537620,8416537620,841653762,841653762,854961942,K949619423,841653762,J916537620,OK,False,-1
K241765611,3541765611,854176561,354176561,040683626,E106836269,854176561,K241765611,FIXED_50,True,-1
H839449915,5739449915,573944991,573944991,617037595,L870375954,573944991,H839449915,OK,False,-1
K147227565,1047227565,104722756,104722756,304502542,F245025427,104722756,K147227565,OK,False,-1
M857746509,6257746509,125774650,625774650,577795604,H877956044,125774650,M857746509,FIXED_50,True,-1
E964770164,7964770164,296477016,796477016,892233127,O922331273,296477016,E964770164,SWAPPED,True,413
G130046431,0630046431,563004643,063004643,315626566,G256265661,563004643,G130046431,FIXED_50,True,-1
R910396943,9210396943,421039694,921039694,891286892,O912868923,421039694,R910396943,FIXED_50,True,-1
Z881786269,7481786269,248178626,748178626,514500397,B845003974,248178626,Z881786269,SWAPPED,True,412
B243709480,2643709480,764370948,264370948,340387814,J203878145,764370948,B243709480,FIXED_50,True,-1
E865305927,5465305927,046530592,546530592,999218970,Z992189705,046530592,E865305927,FIXED_50,True,-1
N291243457,3891243457,889124345,389124345,388729794,N287297947,889124345,N291243457,FIXED_50,True,-1
A280271499,2580271499,758027149,258027149,226066420,W160664209,758027149,A280271499,FIXED_50,True,-1
P166583518,1566583518,156658351,156658351,044238380,E142383803,156658351,P166583518,SWAPPED,False,417
P941150993,9041150993,904115099,904115099,508911854,A889118548,904115099,P941150993,OK,False,-1
U133810327,2033810327,703381032,203381032,126186819,M161868194,703381032,U133810327,FIXED_50,True,-1
I971842771,8371842771,837184277,837184277,613122419,L831224196,837184277,I971842771,SWAPPED,False,421
O147463976,1447463976,144746397,144746397,442868176,T228681762,144746397,O147463976,OK,False,-1
Z190303774,2490303774,249030377,249030377,050451211,F104512114,249030377,Z190303774,OK,False,-1
Q188684711,1688684711,168868471,168868471,385554113,N255541130,168868471,Q188684711,SWAPPED,False,424
H805254500,5705254500,570525450,570525450,896591050,O965910509,570525450,H805254500,OK,False,-1
Z813466769,7413466769,741346676,741346676,546135782,E861357827,741346676,Z813466769,OK,False,-1
U196360171,2096360171,209636017,209636017,277980022,C279800226,209636017,U196360171,OK,False,-1
A829893904,5029893904,002989390,502989390,903111959,P931119597,002989390,A829893904,FIXED_50,True,-1
K229057469,3529057469,352905746,352905746,049080657,E190806577,352905746,K229057469,OK,False,-1
C183773712,0283773712,028377371,028377371,430631289,S206312892,028377371,C183773712,SWAPPED,False,429
P286964271,4086964271,408696427,408696427,241656453,Z116564535,408696427,P286964271,SWAPPED,False,431
G122043828,0622043828,562204382,062204382,240715782,Z107157826,562204382,G122043828,SWAPPED,True,431
C149085791,0249085791,024908579,024908579,301416136,F214161363,024908579,C149085791,SWAPPED,False,432
Z834064569,7434064569,743406456,743406456,579739343,H897393436,743406456,Z834064569,OK,False,-1
V971648671,9671648671,467164867,967164867,581059266,I810592665,467164867,V971648671,FIXED_50,True,-1
I857451481,5857451481,585745148,585745148,619137449,L891374493,585745148,I857451481,OK,False,-1
W941346942,9741346942,974134694,974134694,502606014,A826060145,974134694,W941346942,OK,False,-1
E209102842,2909102842,790910284,290910284,494140764,Z241407643,790910284,E209102842,SWAPPED,True,437
U898690952,7098690952,209869095,709869095,905307328,P953073287,209869095,U898690952,FIXED_50,True,-1
B199690303,0199690303,519969030,019969030,084176761,I141767616,519969030,B199690303,SWAPPED,True,439
S164014237,1864014237,186401423,186401423,373663907,M236639070,186401423,S164014237,OK,False,-1
R817662073,6717662073,671766207,671766207,866979740,L969797400,671766207,R817662073,OK,False,-1
Q946570665,9146570665,914657066,914657066,860587755,L905877552,914657066,Q946570665,SWAPPED,False,443
I182225744,0882225744,088222574,088222574,090112951,J101129512,088222574,I182225744,OK,False,-1
U933905363,9533905363,953390536,953390536,541758065,E817580656,953390536,U933905363,OK,False,-1
T160108702,1960108702,696010870,196010870,393526124,O235261240,696010870,T160108702,FIXED_50,True,-1
E807734660,5407734660,540773466,540773466,742620651,Z826206517,540773466,E807734660,OK,False,-1
P812680346,6512680346,651268034,651268034,773738090,C937380901,651268034,P812680346,SWAPPED,False,447
P207273846,4007273846,400727384,400727384,419273101,Q292731010,400727384,P207273846,OK,False,-1
V220658647,4620658647,962065864,462065864,496858759,Z268587597,962065864,V220658647,FIXED_50,True,-1
Z852315676,7452315676,245231567,745231567,965473402,V954734025,245231567,Z852315676,SWAPPED,True,451
E892659445,5492659445,049265944,549265944,922136809,R921368099,049265944,E892659445,SWAPPED,True,451
I296342643,3396342643,339634264,339634264,062953027,G129530271,339634264,I296342643,OK,False,-1
G939975760,8139975760,813997576,813997576,998421053,Z984210531,813997576,G939975760,SWAPPED,False,453
D800016720,5300016720,030001672,530001672,787200983,D972009833,030001672,D800016720,FIXED_50,True,-1
B853888972,5153888972,515388897,515388897,960045349,V900453499,515388897,B853888972,OK,False,-1
R999493634,9299493634,929949363,929949363,613353482,L833534828,929949363,R999493634,OK,False,-1
F828133851,5528133851,552813385,552813385,906640148,P966401482,552813385,F828133851,OK,False,-1
V209651451,4609651451,960965145,460965145,043819916,E138199160,960965145,V209651451,FIXED_50,True,-1
H138122297,0738122297,073812229,073812229,412322892,Q223228922,073812229,H138122297,OK,False,-1
I933748970,8333748970,333374897,833374897,608401680,K884016806,333374897,I933748970,FIXED_50,True,-1
A874927517,5074927517,507492751,507492751,618279312,L882793122,507492751,A874927517,OK,False,-1
Q834256274,6634256274,163425627,663425627,594100284,J841002843,163425627,Q834256274,FIXED_50,True,-1
P890760265,6590760265,659076026,659076026,899902021,O999020210,659076026,P890760265,SWAPPED,False,463
K227450346,3527450346,352745034,352745034,229754632,W197546329,352745034,K227450346,OK,False,-1
B221936901,2621936901,262193690,262193690,129600188,M196001885,262193690,B221936901,SWAPPED,False,465
J298334074,3498334074,849833407,349833407,112768919,L127689194,849833407,J298334074,SWAPPED,True,466
T142918844,1942918844,194291884,194291884,292721968,E227219680,194291884,T142918844,OK,False,-1
K951057504,8551057504,355105750,855105750,927184525,R971845256,355105750,K951057504,FIXED_50,True,-1
Q299841439,4199841439,419984143,419984143,402523169,P225231695,419984143,Q299841439,OK,False,-1
R219233087,4219233087,421923308,421923308,134876838,N148768389,421923308,R219233087,SWAPPED,False,470
X135159239,2335159239,733515923,233515923,392318361,O223183615,733515923,X135159239,FIXED_50,True,-1
U224847327,4524847327,952484732,452484732,300984450,F209844506,952484732,U224847327,FIXED_50,True,-1
A108567281,0008567281,000856728,000856728,049925606,E199256064,000856728,A108567281,OK,False,-1
Z132502106,2432502106,743250210,243250210,077560545,H175605451,743250210,Z132502106,FIXED_50,True,-1
G245705136,3145705136,314570513,314570513,158215348,P182153485,314570513,G245705136,OK,False,-1
A250376025,2550376025,255037602,255037602,269399864,B293998642,255037602,A250376025,OK,False,-1
D113846327,0313846327,531384632,031384632,359960644,K299606445,531384632,D113846327,FIXED_50,True,-1
F251812123,3051812123,805181212,305181212,108272597,K182725979,805181212,F251812123,FIXED_50,True,-1
S212507156,4312507156,931250715,431250715,044869608,E148696087,931250715,S212507156,FIXED_50,True,-1
E938550427,7938550427,293855042,793855042,924881748,R948817484,293855042,E938550427,SWAPPED,True,480
B894173043,5194173043,519417304,519417304,791499602,E914996029,519417304,B894173043,OK,False,-1
I219477569,3319477569,331947756,331947756,071607803,H116078030,331947756,I219477569,OK,False,-1
V872388243,7172388243,717238824,717238824,804968084,F949680848,717238824,V872388243,OK,False,-1
Z156891904,2456891904,245689190,245689190,350818056,K208180561,245689190,Z156891904,OK,False,-1
X201582968,4801582968,980158296,480158296,158469186,P184691862,980158296,X201582968,FIXED_50,True,-1
X824994057,7324994057,232499405,732499405,660420276,Q804202768,232499405,X824994057,SWAPPED,True,486
B888732885,5188732885,018873288,518873288,627828172,M878281727,018873288,B888732885,FIXED_50,True,-1
I196812219,0896812219,589681221,089681221,404108543,P241085433,589681221,I196812219,FIXED_50,True,-1
W939458428,9739458428,973945842,973945842,906252167,P962521670,973945842,W939458428,OK,False,-1
S101785222,1801785222,180178522,180178522,480588734,X205887348,180178522,S101785222,OK,False,-1
Q221419783,4121419783,412141978,412141978,068740909,G187409093,412141978,Q221419783,OK,False,-1
U251204061,4551204061,455120406,455120406,292665198,E226651988,455120406,U251204061,OK,False,-1
K299326399,3599326399,359932639,359932639,219742270,V197422706,359932639,K299326399,OK,False,-1
O157288047,1457288047,645728804,145728804,274661494,C246614943,645728804,O157288047,FIXED_50,True,-1
W174793893,2274793893,227479389,227479389,434564894,S245648948,227479389,W174793893,SWAPPED,False,495
C135050342,0235050342,023505034,023505034,136304357,N163043570,023505034,C135050342,OK,False,-1
L125689105,1125689105,112568910,112568910,287383159,D273831595,112568910,L125689105,OK,False,-1
L992742380,8692742380,869274238,869274238,877079133,M970791335,869274238,L992742380,OK,False,-1
W890567628,7290567628,229056762,729056762,664724882,Q847248820,229056762,W890567628,SWAPPED,True,499
S168334918,1868334918,686833491,186833491,289634231,D296342313,686833491,S168334918,SWAPPED,True,500
M115402624,1215402624,121540262,121540262,408336737,P283367378,121540262,M115402624,OK,False,-1
H168797104,0768797104,076879710,076879710,328140062,H281400624,076879710,H168797104,OK,False,-1
F145441965,0545441965,054544196,054544196,466999700,V269997003,054544196,F145441965,SWAPPED,False,503
Q933660356,9133660356,913366035,913366035,933431276,S934312762,913366035,Q933660356,SWAPPED,False,504
K282787999,3582787999,358278799,358278799,422067496,R220674969,358278799,K282787999,OK,False,-1
T909410318,9409410318,940941031,940941031,744355645,Z843556454,940941031,T909410318,OK,False,-1
K870450676,6070450676,107045067,607045067,811082685,G910826859,107045067,K870450676,FIXED_50,True,-1
P816086611,6516086611,151608661,651608661,938911782,S989117824,151608661,P816086611,FIXED_50,True,-1
S816681655,6816681655,681668165,681668165,815414976,G954149766,681668165,S816681655,OK,False,-1
M271353773,3771353773,377135377,377135377,344430049,J244300497,377135377,M271353773,OK,False,-1
F905222080,8005222080,800522208,800522208,725940303,W859403034,800522208,F905222080,OK,False,-1
O879342366,6479342366,647934236,647934236,960543730,V905437306,647934236,O879342366,OK,False,-1
H142625970,0742625970,574262597,074262597,276144915,C261449157,574262597,H142625970,SWAPPED,True,513
C139335613,0239335613,523933561,023933561,029802715,C198027156,523933561,C139335613,FIXED_50,True,-1
K977983938,8577983938,857798393,857798393,531956066,D819560660,857798393,K977983938,OK,False,-1
S867462391,6867462391,686746239,686746239,938822409,S988224099,686746239,S867462391,OK,False,-1
Q857639431,6657639431,165763943,665763943,957869797,U978697975,165763943,Q857639431,FIXED_50,True,-1
F828256760,5528256760,052825676,552825676,827634779,H976347794,052825676,F828256760,SWAPPED,True,518
H214436652,3214436652,821443665,321443665,364445117,L244451178,821443665,H214436652,FIXED_50,True,-1
D955564004,7855564004,785556400,785556400,891339169,O913391690,785556400,D955564004,OK,False,-1
Z117181370,2417181370,741718137,241718137,272245423,C222454230,741718137,Z117181370,FIXED_50,True,-1
M964189785,8764189785,876418978,876418978,757622057,A976220577,876418978,M964189785,SWAPPED,False,522
G204822118,3104822118,810482211,310482211,294512915,E245129152,810482211,G204822118,FIXED_50,True,-1
C214694506,2714694506,271469450,271469450,237381913,X173819136,271469450,C214694506,OK,False,-1
O252605915,3952605915,395260591,395260591,022781763,C127817637,395260591,O252605915,SWAPPED,False,525
L838861553,6138861553,613886155,613886155,507898765,A878987653,613886155,L838861553,OK,False,-1
U248142767,4548142767,454814276,454814276,352356069,K223560690,454814276,U248142767,OK,False,-1
X109375212,2309375212,730937521,230937521,255355142,A253551422,730937521,X109375212,FIXED_50,True,-1
F199665626,0599665626,059966562,059966562,042883779,E128837797,059966562,F199665626,SWAPPED,False,529
S177700760,1877700760,687770076,187770076,148233768,O182337688,687770076,S177700760,FIXED_50,True,-1
G817073729,5617073729,561707372,561707372,586198521,I861985212,561707372,G817073729,OK,False,-1
B961019438,7661019438,766101943,766101943,553814269,F838142693,766101943,B961019438,OK,False,-1
W113315842,2213315842,221331584,221331584,144593859,O145938596,221331584,W113315842,OK,False,-1
X200847728,4800847728,980084772,480084772,049492562,E194925626,980084772,X200847728,SWAPPED,True,535
L261980294,3661980294,366198029,366198029,213795698,V137956987,366198029,L261980294,OK,False,-1
T823705072,6923705072,692370507,692370507,717837487,V878374878,692370507,T823705072,OK,False,-1
V223003500,4623003500,962300350,462300350,414079403,Q240794032,962300350,V223003500,FIXED_50,True,-1
I284894963,3384894963,338489496,338489496,353496656,K234966564,338489496,I284894963,SWAPPED,False,538
O189183419,1489183419,648918341,148918341,282160987,D221609876,648918341,O189183419,FIXED_50,True,-1
B988015210,7688015210,768801521,768801521,952467049,U924670491,768801521,B988015210,OK,False,-1
E165810456,0465810456,046581045,046581045,122124754,M121247540,046581045,E165810456,OK,False,-1
F282824957,3082824957,308282495,308282495,311187383,G211873830,308282495,F282824957,OK,False,-1
C832142338,5232142338,523214233,523214233,672571965,R825719652,523214233,C832142338,OK,False,-1
X904623675,9804623675,980462367,980462367,605847770,K858477708,980462367,X904623675,OK,False,-1
R271540494,4271540494,927154049,427154049,477246886,W272468862,927154049,R271540494,FIXED_50,True,-1
M945603671,8745603671,374560367,874560367,825071062,H950710626,374560367,M945603671,FIXED_50,True,-1
O893138257,6493138257,149313825,649313825,655492975,P854929759,149313825,O893138257,FIXED_50,True,-1
C175850371,0275850371,027585037,027585037,213692097,V136920974,027585037,C175850371,SWAPPED,False,548
A184893462,0084893462,008489346,008489346,155660254,P156602542,008489346,A184893462,SWAPPED,False,550
B141876851,0141876851,014187685,014187685,215328813,V153288135,014187685,B141876851,SWAPPED,False,550
A838278773,5038278773,503827877,503827877,608261609,K882616095,503827877,A838278773,OK,False,-1
A865217919,5065217919,506521791,506521791,554515195,F845151951,506521791,A865217919,OK,False,-1
V128971636,2128971636,212897163,212897163,363834187,L238341876,212897163,V128971636,OK,False,-1
Z233659722,4933659722,993365972,493365972,377455410,M274554101,993365972,Z233659722,FIXED_50,True,-1
C117389886,0217389886,021738988,021738988,299939666,E299396663,021738988,C117389886,OK,False,-1
B166424755,0166424755,016642475,016642475,324349594,H243495941,016642475,B166424755,SWAPPED,False,556
A965443975,7565443975,756544397,756544397,716452110,V864521109,756544397,A965443975,OK,False,-1
L826155228,6126155228,112615522,612615522,605156965,K851569650,112615522,L826155228,FIXED_50,True,-1
W184760717,2284760717,728476071,228476071,204604493,U146044935,728476071,W184760717,FIXED_50,True,-1
L217258018,3617258018,361725801,361725801,019939519,B199395198,361725801,L217258018,OK,False,-1
I260286790,3360286790,836028679,336028679,399750697,O297506973,836028679,I260286790,SWAPPED,True,562
N872100055,6372100055,137210005,637210005,829029286,H990292867,137210005,N872100055,FIXED_50,True,-1
L238816663,3638816663,863881666,363881666,255961403,A259614035,863881666,L238816663,FIXED_50,True,-1
J844232889,5944232889,594423288,594423288,596835479,J868354793,594423288,J844232889,OK,False,-1
T162253942,1962253942,196225394,196225394,184624650,S146246508,196225394,T162253942,SWAPPED,False,565
R935434668,9235434668,923543466,923543466,643874088,O838740884,923543466,R935434668,OK,False,-1
T978242979,9478242979,447824297,947824297,867514441,L975144415,447824297,T978242979,FIXED_50,True,-1
H800182894,5700182894,070018289,570018289,753771360,A937713604,070018289,H800182894,SWAPPED,True,569
S949130629,9349130629,934913062,934913062,642394600,O823946007,934913062,S949130629,OK,False,-1
D164523622,0364523622,036452362,036452362,417408928,Q274089282,036452362,D164523622,OK,False,-1
H185499732,0785499732,578549973,078549973,064924681,G149246814,578549973,H185499732,FIXED_50,True,-1
W951985728,9751985728,975198572,975198572,698192510,T881925109,975198572,W951985728,OK,False,-1
M218267629,3718267629,371826762,371826762,234564631,X145646310,371826762,M218267629,SWAPPED,False,574
E963746495,7963746495,796374649,796374649,784353653,D943536536,796374649,E963746495,OK,False,-1
Q839387603,6639387603,663938760,663938760,684415595,S844155955,663938760,Q839387603,OK,False,-1
A261964120,2561964120,256196412,256196412,298304844,E283048441,256196412,A261964120,OK,False,-1
C100357829,0200357829,520035782,020035782,393659042,O236590428,520035782,C100357829,FIXED_50,True,-1
A108941554,0008941554,500894155,000894155,205784595,U157845957,500894155,A108941554,SWAPPED,True,578
K885181900,6085181900,608518190,608518190,967981856,V979818568,608518190,K885181900,SWAPPED,False,579
Z864613892,7464613892,746461389,746461389,741217875,Z812178751,746461389,Z864613892,OK,False,-1
R903229580,9203229580,920322958,920322958,520824359,C808243595,920322958,R903229580,OK,False,-1
G923653182,8123653182,812365318,812365318,636430154,N864301548,812365318,G923653182,SWAPPED,False,586
W903966851,9703966851,470396685,970396685,966346563,V963465631,470396685,W903966851,FIXED_50,True,-1
X176025547,2376025547,237602554,237602554,136307089,N163070899,237602554,X176025547,OK,False,-1
C901527732,7701527732,270152773,770152773,807976737,F979767376,270152773,C901527732,FIXED_50,True,-1
D966324294,7866324294,786632429,786632429,838027495,I980274950,786632429,D966324294,OK,False,-1
W132614182,2232614182,723261418,223261418,184112666,S141126663,723261418,W132614182,SWAPPED,True,588
G219612491,3119612491,311961249,311961249,389088661,N290886618,311961249,G219612491,SWAPPED,False,588
A961308902,7561308902,756130890,756130890,691412111,T814121111,756130890,A961308902,OK,False,-1
W895665638,7295665638,729566563,729566563,960308064,V903080649,729566563,W895665638,OK,False,-1
V931972778,9631972778,463197277,963197277,954521102,U945211027,463197277,V931972778,FIXED_50,True,-1
P854550325,6554550325,655455032,655455032,885233451,N952334511,655455032,P854550325,OK,False,-1
I138009089,0838009089,583800908,083800908,073525106,H135251068,583800908,I138009089,FIXED_50,True,-1
H208961591,3208961591,320896159,320896159,392757954,O227579546,320896159,H208961591,OK,False,-1
S880216771,6880216771,688021677,688021677,619165536,L891655368,688021677,S880216771,OK,False,-1
R254457187,4254457187,925445718,425445718,137597632,N175976324,925445718,R254457187,FIXED_50,True,-1
S900423078,9300423078,930042307,930042307,578303754,H883037541,930042307,S900423078,OK,False,-1
F877606583,5577606583,557760658,557760658,801899821,F918998217,557760658,F877606583,OK,False,-1
V260338982,4660338982,466033898,466033898,062501618,G125016181,466033898,V260338982,SWAPPED,False,601
G955639296,8155639296,315563929,815563929,522068633,C820686334,315563929,G955639296,FIXED_50,True,-1
V823334495,7123334495,712333449,712333449,810284537,G902845377,712333449,V823334495,SWAPPED,False,601
N837086503,6337086503,133708650,633708650,902729651,P927296518,133708650,N837086503,FIXED_50,True,-1
H230083240,3230083240,323008324,323008324,388539023,N285390230,323008324,H230083240,OK,False,-1
