ID,Numeric,original_plaintext,plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
X190680684,2390680684,239068068,239068068,982458923,X924589236,239068068,X190680684,OK,False,-1
T239066208,4439066208,443906620,443906620,331130466,I211304667,443906620,T239066208,OK,False,-1
T164861200,1964861200,196486120,196486120,105107281,K151072818,196486120,T164861200,OK,False,-1
G133638655,0633638655,063363865,063363865,306563110,F265631109,063363865,G133638655,OK,False,-1
F274323807,3074323807,307432380,307432380,029309721,C193097210,307432380,F274323807,OK,False,-1
S905489567,9305489567,930548956,930548956,073264782,H132647820,930548956,S905489567,OK,False,-1
J225101732,3425101732,342510173,342510173,518596707,B885967073,342510173,J225101732,OK,False,-1
F124213729,0524213729,052421372,052421372,366926847,L269268473,052421372,F124213729,OK,False,-1
X259491003,4859491003,485949100,485949100,452270516,U222705166,485949100,X259491003,OK,False,-1
P989711016,9089711016,908971101,908971101,203682936,U136829364,908971101,P989711016,OK,False,-1
G297214179,3197214179,319721417,319721417,601886651,K818866516,319721417,G297214179,OK,False,-1
P996821545,9096821545,909682154,909682154,233691994,X136919944,909682154,P996821545,OK,False,-1
J905548564,8405548564,840554856,840554856,404287610,P242876107,840554856,J905548564,OK,False,-1
D286170949,2886170949,288617094,288617094,897590924,O975909241,288617094,D286170949,OK,False,-1
A288732113,2588732113,258873211,258873211,602207927,K822079272,258873211,A288732113,OK,False,-1
B248102052,2648102052,264810205,264810205,098380173,J183801735,264810205,B248102052,OK,False,-1
E275731339,2975731339,297573133,297573133,047800604,E178006046,297573133,E275731339,OK,False,-1
V109878272,2109878272,210987827,210987827,160502958,Q105029581,210987827,V109878272,OK,False,-1
F815419637,5515419637,551541963,551541963,952236858,U922368587,551541963,F815419637,OK,False,-1
H280371875,3280371875,328037187,328037187,288612196,D286121964,328037187,H280371875,OK,False,-1
W196626328,2296626328,229662632,229662632,120339728,M103397289,229662632,W196626328,OK,False,-1
Z883654288,7483654288,748365428,748365428,287539824,D275398244,748365428,Z883654288,OK,False,-1
N101916358,1301916358,130191635,130191635,741283123,Z812831235,130191635,N101916358,OK,False,-1
N826313893,6326313893,632631389,632631389,642961837,O829618379,632631389,N826313893,OK,False,-1
M195073921,1295073921,129507392,129507392,611626230,L816262305,129507392,M195073921,OK,False,-1
U857282927,7057282927,705728292,705728292,313187977,G231879776,705728292,U857282927,OK,False,-1
Q916008727,9116008727,911600872,911600872,501106838,A811068380,911600872,Q916008727,OK,False,-1
Q237754640,4137754640,413775464,413775464,542835373,E828353736,413775464,Q237754640,OK,False,-1
O110349232,1410349232,141034923,141034923,792523413,E925234138,141034923,O110349232,OK,False,-1
H177007300,0777007300,077700730,077700730,996890359,Z968903595,077700730,H177007300,OK,False,-1
W266290385,4766290385,476629038,476629038,247215785,Z172157854,476629038,W266290385,OK,False,-1
O825055545,6425055545,642505554,642505554,758455601,A984556013,642505554,O825055545,OK,False,-1
U253498267,4553498267,455349826,455349826,461930351,V219303515,455349826,U253498267,OK,False,-1
M290445349,3790445349,379044534,379044534,697007512,T870075125,379044534,M290445349,OK,False,-1
M277674360,3777674360,377767436,377767436,802698796,F926987960,377767436,M277674360,OK,False,-1
O886140336,6486140336,648614033,648614033,457285613,U272856136,648614033,O886140336,OK,False,-1
C987529234,7787529234,778752923,778752923,230019788,X100197883,778752923,C987529234,OK,False,-1
J156440815,0956440815,095644081,095644081,769522533,B995225333,095644081,J156440815,OK,False,-1
B229071514,2629071514,262907151,262907151,871048517,M910485174,262907151,B229071514,OK,False,-1
N294998833,3894998833,389499883,389499883,900530956,P905309561,389499883,N294998833,OK,False,-1
P179545782,1579545782,157954578,157954578,189664779,S196647797,157954578,P179545782,OK,False,-1
I103844285,0803844285,080384428,080384428,819797658,G997976589,080384428,I103844285,OK,False,-1
O178964024,1478964024,147896402,147896402,215538160,V155381602,147896402,O178964024,OK,False,-1
O275190033,3975190033,397519003,397519003,102195095,K121950952,397519003,O275190033,OK,False,-1
S212782506,4312782506,431278250,431278250,583987529,I839875296,431278250,S212782506,OK,False,-1
I142247113,0842247113,084224711,084224711,239139169,X191391695,084224711,I142247113,OK,False,-1
P206017782,4006017782,400601778,400601778,655255374,P852553748,400601778,P206017782,OK,False,-1
Z156033135,2456033135,245603313,245603313,097684968,J176849681,245603313,Z156033135,OK,False,-1
M256935975,3756935975,375693597,375693597,295763699,E257636993,375693597,M256935975,OK,False,-1
W231736958,4731736958,473173695,473173695,291601952,E216019521,473173695,W231736958,OK,False,-1
F946832420,8046832420,804683242,804683242,008759372,A187593727,804683242,F946832420,OK,False,-1
X213290939,4813290939,481329093,481329093,248806254,Z188062544,481329093,X213290939,OK,False,-1
B247164003,2647164003,264716400,264716400,212029392,V120293920,264716400,B247164003,OK,False,-1
U850717258,7050717258,705071725,705071725,706435466,U864354661,705071725,U850717258,OK,False,-1
J166438005,0966438005,096643800,096643800,654656014,P846560148,096643800,J166438005,OK,False,-1
E807196919,5407196919,540719691,540719691,451817423,U218174233,540719691,E807196919,OK,False,-1
C208564597,2708564597,270856459,270856459,961309604,V913096042,270856459,C208564597,OK,False,-1
E130394289,0430394289,043039428,043039428,998624487,Z986244875,043039428,E130394289,OK,False,-1
T108048803,1908048803,190804880,190804880,581224152,I812241527,190804880,T108048803,OK,False,-1
P214771008,4014771008,401477100,401477100,138893484,N188934849,401477100,P214771008,OK,False,-1
N965582870,8865582870,886558287,886558287,915786522,Q957865228,886558287,N965582870,OK,False,-1
E834186367,5434186367,543418636,543418636,819687652,G996876526,543418636,E834186367,OK,False,-1
U122082317,2022082317,202208231,202208231,540788084,E807880845,202208231,U122082317,OK,False,-1
Z236056910,4936056910,493605691,493605691,729072041,W890720410,493605691,Z236056910,OK,False,-1
P115430291,1515430291,151543029,151543029,124942140,M149421400,151543029,P115430291,OK,False,-1
M136783526,1236783526,123678352,123678352,506968155,A869681559,123678352,M136783526,OK,False,-1
Z830983063,7430983063,743098306,743098306,840637001,J906370015,743098306,Z830983063,OK,False,-1
G272640593,3172640593,317264059,317264059,386240864,N262408640,317264059,G272640593,OK,False,-1
X229839595,4829839595,482983959,482983959,937509236,S975092369,482983959,X229839595,OK,False,-1
U273630038,4573630038,457363003,457363003,610040456,L800404566,457363003,U273630038,OK,False,-1
O935944211,8935944211,893594421,893594421,602199202,K821992025,893594421,O935944211,OK,False,-1
Q133274390,1633274390,163327439,163327439,984085705,X940857051,163327439,Q133274390,OK,False,-1
A149556695,0049556695,004955669,004955669,402598540,P225985401,004955669,A149556695,OK,False,-1
Q124557939,1624557939,162455793,162455793,223980834,W139808342,162455793,Q124557939,OK,False,-1
K251411200,3551411200,355141120,355141120,111968892,L119688923,355141120,K251411200,OK,False,-1
L998431831,8698431831,869843183,869843183,784653596,D946535960,869843183,L998431831,OK,False,-1
A173244613,0073244613,007324461,007324461,008071999,A180719992,007324461,A173244613,OK,False,-1
P191419692,1591419692,159141969,159141969,870888762,M908887622,159141969,P191419692,OK,False,-1
L151886661,1151886661,115188666,115188666,647180549,O871805491,115188666,L151886661,OK,False,-1
A916675672,7516675672,751667567,751667567,060507372,G105073724,751667567,A916675672,OK,False,-1
P232274271,4032274271,403227427,403227427,407602824,P276028240,403227427,P232274271,OK,False,-1
O276080143,3976080143,397608014,397608014,623298550,M832985500,397608014,O276080143,OK,False,-1
N909026820,8809026820,880902682,880902682,843134703,J931347033,880902682,N909026820,OK,False,-1
W271567357,4771567357,477156735,477156735,401484503,P214845030,477156735,W271567357,OK,False,-1
G261020263,3161020263,316102026,316102026,654382914,P843829140,316102026,G261020263,OK,False,-1
R198189420,1798189420,179818942,179818942,970924594,W909245940,179818942,R198189420,OK,False,-1
M164423311,1264423311,126442331,126442331,724299378,W842993783,126442331,M164423311,OK,False,-1
Q273067826,4173067826,417306782,417306782,834847360,I948473604,417306782,Q273067826,OK,False,-1
C292241501,2792241501,279224150,279224150,376202262,M262022621,279224150,C292241501,OK,False,-1
L860907766,6160907766,616090776,616090776,003536877,A135368776,616090776,L860907766,OK,False,-1
C907048409,7707048409,770704840,770704840,164076203,Q140762038,770704840,C907048409,OK,False,-1
R897268131,6797268131,679726813,679726813,313570853,G235708536,679726813,R897268131,OK,False,-1
C149519907,0249519907,024951990,024951990,848237597,J982375974,024951990,C149519907,OK,False,-1
W980319194,9780319194,978031919,978031919,924602772,R946027722,978031919,W980319194,OK,False,-1
O164376570,1464376570,146437657,146437657,300394342,F203943420,146437657,O164376570,OK,False,-1
Q101116949,1601116949,160111694,160111694,359961169,K299611697,160111694,Q101116949,OK,False,-1
S124249149,1824249149,182424914,182424914,489889749,X298897496,182424914,S124249149,OK,False,-1
D291167936,2891167936,289116793,289116793,894111103,O941111031,289116793,D291167936,OK,False,-1
Z182267269,2482267269,248226726,248226726,198962954,T189629548,248226726,Z182267269,OK,False,-1
V116291114,2116291114,211629111,211629111,747621408,Z876214087,211629111,V116291114,OK,False,-1
X149283391,2349283391,234928339,234928339,776245281,C962452812,234928339,X149283391,OK,False,-1
L172113458,1172113458,117211345,117211345,042242866,E122428669,117211345,L172113458,OK,False,-1
R125247344,1725247344,172524734,172524734,192282668,T122826685,172524734,R125247344,OK,False,-1
B993221140,7693221140,769322114,769322114,145947688,O159476885,769322114,B993221140,OK,False,-1
M237218860,3737218860,373721886,373721886,583470395,I834703955,373721886,M237218860,OK,False,-1
U202202191,4502202191,450220219,450220219,020072286,C100722862,450220219,U202202191,OK,False,-1
K126638148,1026638148,102663814,102663814,421335532,R213355324,102663814,K126638148,OK,False,-1
Z229540345,4929540345,492954034,492954034,263049276,B230492761,492954034,Z229540345,OK,False,-1
U162089863,2062089863,206208986,206208986,799428583,E994285838,206208986,U162089863,OK,False,-1
C864966406,5264966406,526496640,526496640,815559109,G955591095,526496640,C864966406,OK,False,-1
Z276674563,4976674563,497667456,497667456,384560126,N245601263,497667456,Z276674563,OK,False,-1
P804499886,6504499886,650449988,650449988,064325484,G143254849,650449988,P804499886,OK,False,-1
D138314004,0338314004,033831400,033831400,786308178,D963081783,033831400,D138314004,OK,False,-1
U120490142,2020490142,202049014,202049014,500149140,A801491402,202049014,U120490142,OK,False,-1
V279381339,4679381339,467938133,467938133,878888628,M988886281,467938133,V279381339,OK,False,-1
K233940879,3533940879,353394087,353394087,749650718,Z896507181,353394087,K233940879,OK,False,-1
Z156716451,2456716451,245671645,245671645,213966488,V139664884,245671645,Z156716451,OK,False,-1
P173224668,1573224668,157322466,157322466,597183340,J871833409,157322466,P173224668,OK,False,-1
H268285110,3268285110,326828511,326828511,794999872,E949998728,326828511,H268285110,OK,False,-1
M253773795,3753773795,375377379,375377379,268013842,B280138427,375377379,M253773795,OK,False,-1
C134177960,0234177960,023417796,023417796,334542904,I245429048,023417796,C134177960,OK,False,-1
U863844880,7063844880,706384488,706384488,115131251,L151312513,706384488,U863844880,OK,False,-1
R989204152,9289204152,928920415,928920415,327553338,H275533381,928920415,R989204152,OK,False,-1
M223992826,3723992826,372399282,372399282,831101194,I911011947,372399282,M223992826,OK,False,-1
L273514942,3673514942,367351494,367351494,142433653,O124336538,367351494,L273514942,OK,False,-1
M162817191,1262817191,126281719,126281719,863735446,L937354462,126281719,M162817191,OK,False,-1
G257735699,3157735699,315773569,315773569,572192437,H821924374,315773569,G257735699,OK,False,-1
J108431560,0908431560,090843156,090843156,260631764,B206317642,090843156,J108431560,OK,False,-1
A124140128,0024140128,002414012,002414012,042069472,E120694727,002414012,A124140128,OK,False,-1
B269779544,2669779544,266977954,266977954,136838895,N168388958,266977954,B269779544,OK,False,-1
J184316164,0984316164,098431616,098431616,590504440,J805044407,098431616,J184316164,OK,False,-1
U233997116,4533997116,453399711,453399711,135729107,N157291079,453399711,U233997116,OK,False,-1
F282291190,3082291190,308229119,308229119,632494330,N824943302,308229119,F282291190,OK,False,-1
N864044306,6364044306,636404430,636404430,440363721,T203637213,636404430,N864044306,OK,False,-1
T292417116,4492417116,449241711,449241711,380983990,N209839903,449241711,T292417116,OK,False,-1
A806686536,5006686536,500668653,500668653,295692700,E256927002,500668653,A806686536,OK,False,-1
C827827637,5227827637,522782763,522782763,132982307,N129823070,522782763,C827827637,OK,False,-1
Q966262664,9166262664,916626266,916626266,067146855,G171468559,916626266,Q966262664,OK,False,-1
F154861368,0554861368,055486136,055486136,006933282,A169332824,055486136,F154861368,OK,False,-1
P921012910,9021012910,902101291,902101291,140439620,O104396207,902101291,P921012910,OK,False,-1
H265750567,3265750567,326575056,326575056,503903624,A839036242,326575056,H265750567,OK,False,-1
X909569836,9809569836,980956983,980956983,090854353,J108543538,980956983,X909569836,OK,False,-1
L254905914,3654905914,365490591,365490591,475136860,W251368607,365490591,L254905914,OK,False,-1
I102005579,0802005579,080200557,080200557,535068027,D850680270,080200557,I102005579,OK,False,-1
A238716758,2538716758,253871675,253871675,538123817,D881238171,253871675,A238716758,OK,False,-1
Q152277259,1652277259,165227725,165227725,629275857,M892758574,165227725,Q152277259,OK,False,-1
U178732722,2078732722,207873272,207873272,731722984,X817229849,207873272,U178732722,OK,False,-1
F223741137,3023741137,302374113,302374113,601758456,K817584560,302374113,F223741137,OK,False,-1
N226558112,3826558112,382655811,382655811,112038924,L120389244,382655811,N226558112,OK,False,-1
H230445802,3230445802,323044580,323044580,553015783,F830157834,323044580,H230445802,OK,False,-1
V282767807,4682767807,468276780,468276780,682688359,S826883590,468276780,V282767807,OK,False,-1
Q161213165,1661213165,166121316,166121316,354341924,K243419247,166121316,Q161213165,OK,False,-1
R219931480,4219931480,421993148,421993148,925564364,R955643645,421993148,R219931480,OK,False,-1
U286841223,4586841223,458684122,458684122,452237538,U222375382,458684122,U286841223,OK,False,-1
J226589865,3426589865,342658986,342658986,681480317,S814803171,342658986,J226589865,OK,False,-1
S867601987,6867601987,686760198,686760198,220378614,W103786142,686760198,S867601987,OK,False,-1
A207944017,2507944017,250794401,250794401,771611599,C916115995,250794401,A207944017,OK,False,-1
C269469222,2769469222,276946922,276946922,757358621,A973586210,276946922,C269469222,OK,False,-1
H288208351,3288208351,328820835,328820835,477867869,W278678693,328820835,H288208351,OK,False,-1
Q193381021,1693381021,169338102,169338102,671755137,R817551379,169338102,Q193381021,OK,False,-1
E187274598,0487274598,048727459,048727459,564467514,G844675140,048727459,E187274598,OK,False,-1
G153688697,0653688697,065368869,065368869,440023934,T200239340,065368869,G153688697,OK,False,-1
J220519154,3420519154,342051915,342051915,010640553,B106405538,342051915,J220519154,OK,False,-1
Z863348421,7463348421,746334842,746334842,934962310,S949623101,746334842,Z863348421,OK,False,-1
V235904398,4635904398,463590439,463590439,813976617,G939766172,463590439,V235904398,OK,False,-1
S194707156,1894707156,189470715,189470715,685694753,S856947534,189470715,S194707156,OK,False,-1
F852314753,5552314753,555231475,555231475,730515701,X805157016,555231475,F852314753,OK,False,-1
T186680245,1986680245,198668024,198668024,399942833,O299428338,198668024,T186680245,OK,False,-1
C991724452,7791724452,779172445,779172445,437875156,S278751567,779172445,C991724452,OK,False,-1
X222790504,4822790504,482279050,482279050,311440720,G214407203,482279050,X222790504,OK,False,-1
M257106790,3757106790,375710679,375710679,940467566,T904675668,375710679,M257106790,OK,False,-1
F922550298,8022550298,802255029,802255029,637479399,N874793996,802255029,F922550298,OK,False,-1
Q295643062,4195643062,419564306,419564306,678888387,R888883871,419564306,Q295643062,OK,False,-1
R171201650,1771201650,177120165,177120165,973874687,W938746876,177120165,R171201650,OK,False,-1
M139499405,1239499405,123949940,123949940,574062120,H840621209,123949940,M139499405,OK,False,-1
O923176838,8923176838,892317683,892317683,622924185,M829241857,892317683,O923176838,OK,False,-1
F111324526,0511324526,051132452,051132452,268790636,B287906361,051132452,F111324526,OK,False,-1
A962824683,7562824683,756282468,756282468,500055830,A800558300,756282468,A962824683,OK,False,-1
R818956921,6718956921,671895692,671895692,920400046,R904000463,671895692,R818956921,OK,False,-1
T186739074,1986739074,198673907,198673907,192496350,T124963501,198673907,T186739074,OK,False,-1
R935147277,9235147277,923514727,923514727,030444610,D104446104,923514727,R935147277,OK,False,-1
N171899095,1371899095,137189909,137189909,006859328,A168593289,137189909,N171899095,OK,False,-1
A294681145,2594681145,259468114,259468114,120338816,M103388164,259468114,A294681145,OK,False,-1
D133941038,0333941038,033394103,033394103,710253149,V802531494,033394103,D133941038,OK,False,-1
Q254531356,4154531356,415453135,415453135,928763004,R987630047,415453135,Q254531356,OK,False,-1
M280138104,3780138104,378013810,378013810,489344612,X293446122,378013810,M280138104,OK,False,-1
V284586542,4684586542,468458654,468458654,224081978,W140819780,468458654,V284586542,OK,False,-1
A971773082,7571773082,757177308,757177308,214667199,V146671997,757177308,A971773082,OK,False,-1
J265758000,3465758000,346575800,346575800,840364180,J903641802,346575800,J265758000,OK,False,-1
D179596146,0379596146,037959614,037959614,819961162,G999611625,037959614,D179596146,OK,False,-1
V846892936,7146892936,714689293,714689293,730601450,X806014501,714689293,V846892936,OK,False,-1
K163437089,1063437089,106343708,106343708,813058628,G930586285,106343708,K163437089,OK,False,-1
F956410187,8056410187,805641018,805641018,475732080,W257320807,805641018,F956410187,OK,False,-1
Q940227567,9140227567,914022756,914022756,341282259,J212822599,914022756,Q940227567,OK,False,-1
E208634041,2908634041,290863404,290863404,012920070,B129200700,290863404,E208634041,OK,False,-1
J935256748,8435256748,843525674,843525674,176736522,R167365221,843525674,J935256748,OK,False,-1
P182611964,1582611964,158261196,158261196,794183680,E941836801,158261196,P182611964,OK,False,-1
F201260900,3001260900,300126090,300126090,069539185,G195391859,300126090,F201260900,OK,False,-1
L263061238,3663061238,366306123,366306123,752705871,A927058712,366306123,L263061238,OK,False,-1
G126230407,0626230407,062623040,062623040,421932783,R219327833,062623040,G126230407,OK,False,-1
H280000531,3280000531,328000053,328000053,357097565,K270975658,328000053,H280000531,OK,False,-1
L823996718,6123996718,612399671,612399671,566344635,G863446356,612399671,L823996718,OK,False,-1
H272887051,3272887051,327288705,327288705,042732240,E127322402,327288705,H272887051,OK,False,-1
T128478389,1928478389,192847838,192847838,509771129,A897711295,192847838,T128478389,OK,False,-1
G296048797,3196048797,319604879,319604879,012903786,B129037869,319604879,G296048797,OK,False,-1
T147048123,1947048123,194704812,194704812,613177544,L831775447,194704812,T147048123,OK,False,-1
V264563758,4664563758,466456375,466456375,234015791,X140157916,466456375,V264563758,OK,False,-1
S256346106,4356346106,435634610,435634610,738131546,X881315463,435634610,S256346106,OK,False,-1
M226070256,3726070256,372607025,372607025,520240656,C802406561,372607025,M226070256,OK,False,-1
O985152487,8985152487,898515248,898515248,817539651,G975396514,898515248,O985152487,OK,False,-1
F226327022,3026327022,302632702,302632702,532758291,D827582910,302632702,F226327022,OK,False,-1
J287885319,3487885319,348788531,348788531,599210001,J892100012,348788531,J287885319,OK,False,-1
V157604680,2157604680,215760468,215760468,880626299,N906262995,215760468,V157604680,OK,False,-1
U125575891,2025575891,202557589,202557589,794114659,E941146599,202557589,U125575891,OK,False,-1
P921732579,9021732579,902173257,902173257,476125697,W261256972,902173257,P921732579,OK,False,-1
P203602412,4003602412,400360241,400360241,126328627,M163286270,400360241,P203602412,OK,False,-1
P973435112,9073435112,907343511,907343511,396841504,O268415043,907343511,P973435112,OK,False,-1
U182187753,2082187753,208218775,208218775,634172003,N841720036,208218775,U182187753,OK,False,-1
J169802847,0969802847,096980284,096980284,723450929,W834509295,096980284,J169802847,OK,False,-1
I204981592,3304981592,330498159,330498159,525498598,C854985980,330498159,I204981592,OK,False,-1
R295002875,4295002875,429500287,429500287,330246158,I202461588,429500287,R295002875,OK,False,-1
O972514053,8972514053,897251405,897251405,590242913,J802429131,897251405,O972514053,OK,False,-1
B244022820,2644022820,264402282,264402282,045369305,E153693052,264402282,B244022820,OK,False,-1
F138525938,0538525938,053852593,053852593,512658434,B826584347,053852593,F138525938,OK,False,-1
S269045207,4369045207,436904520,436904520,668590948,Q885909484,436904520,S269045207,OK,False,-1
O291224034,3991224034,399122403,399122403,987175576,X971755760,399122403,O291224034,OK,False,-1
T148078929,1948078929,194807892,194807892,089988505,I199885054,194807892,T148078929,OK,False,-1
T933691470,9433691470,943369147,943369147,996570755,Z965707555,943369147,T933691470,OK,False,-1
W818067130,7218067130,721806713,721806713,713418738,V834187386,721806713,W818067130,OK,False,-1
C963484943,7763484943,776348494,776348494,475478895,W254788950,776348494,C963484943,OK,False,-1
P193402042,1593402042,159340204,159340204,551635115,F816351152,159340204,P193402042,OK,False,-1
F853745592,5553745592,555374559,555374559,537184291,D871842912,555374559,F853745592,OK,False,-1
G965339310,8165339310,816533931,816533931,330803197,I208031977,816533931,G965339310,OK,False,-1
S895956353,6895956353,689595635,689595635,384849901,N248499014,689595635,S895956353,OK,False,-1
U159209057,2059209057,205920905,205920905,754463067,A944630674,205920905,U159209057,OK,False,-1
A919140210,7519140210,751914021,751914021,729949805,W899498053,751914021,A919140210,OK,False,-1
A896547371,5096547371,509654737,509654737,890081928,O900819287,509654737,A896547371,OK,False,-1
H867113797,5767113797,576711379,576711379,749155689,Z891556899,576711379,H867113797,OK,False,-1
G286639286,3186639286,318663928,318663928,444450381,T244503816,318663928,G286639286,OK,False,-1
J299689765,3499689765,349968976,349968976,802077638,F920776383,349968976,J299689765,OK,False,-1
S227108905,4327108905,432710890,432710890,112431010,L124310101,432710890,S227108905,OK,False,-1
J886925647,5986925647,598692564,598692564,854597658,K945976589,598692564,J886925647,OK,False,-1
X933265105,9833265105,983326510,983326510,935488084,S954880841,983326510,X933265105,OK,False,-1
X253189111,4853189111,485318911,485318911,851045006,K910450063,485318911,X253189111,OK,False,-1
K911498067,8511498067,851149806,851149806,417774091,Q277740915,851149806,K911498067,OK,False,-1
Z144173099,2444173099,244417309,244417309,964354139,V943541390,244417309,Z144173099,OK,False,-1
O142072573,1442072573,144207257,144207257,880388808,N903888086,144207257,O142072573,OK,False,-1
D811348813,5311348813,531134881,531134881,291802973,E218029730,531134881,D811348813,OK,False,-1
X116728401,2316728401,231672840,231672840,246157475,Z161574750,231672840,X116728401,OK,False,-1
O175388237,1475388237,147538823,147538823,381665105,N216651053,147538823,O175388237,OK,False,-1
A825334048,5025334048,502533404,502533404,827233180,H972331807,502533404,A825334048,OK,False,-1
G266441404,3166441404,316644140,316644140,905994244,P959942441,316644140,G266441404,OK,False,-1
R248010445,4248010445,424801044,424801044,633539347,N835393470,424801044,R248010445,OK,False,-1
A841058865,5041058865,504105886,504105886,157605449,P176054499,504105886,A841058865,OK,False,-1
P854816702,6554816702,655481670,655481670,393800050,O238000507,655481670,P854816702,OK,False,-1
V926952639,9626952639,962695263,962695263,022454980,C124549801,962695263,V926952639,OK,False,-1
F153744162,0553744162,055374416,055374416,844136436,J941364368,055374416,F153744162,OK,False,-1
L274323016,3674323016,367432301,367432301,582609273,I826092738,367432301,L274323016,OK,False,-1
W167003277,2267003277,226700327,226700327,793686300,E936863001,226700327,W167003277,OK,False,-1
K192554286,1092554286,109255428,109255428,245997633,Z159976333,109255428,K192554286,OK,False,-1
S290903994,4390903994,439090399,439090399,757540394,A975403947,439090399,S290903994,OK,False,-1
J185798571,0985798571,098579857,098579857,402259851,P222598513,098579857,J185798571,OK,False,-1
O225652462,3925652462,392565246,392565246,315980564,G259805649,392565246,O225652462,OK,False,-1
X196134903,2396134903,239613490,239613490,685767721,S857677219,239613490,X196134903,OK,False,-1
G898394445,5698394445,569839444,569839444,813129804,G931298042,569839444,G898394445,OK,False,-1
Q993689475,9193689475,919368947,919368947,576073209,H860732098,919368947,Q993689475,OK,False,-1
N109156765,1309156765,130915676,130915676,089543896,I195438960,130915676,N109156765,OK,False,-1
J882412201,5982412201,598241220,598241220,917169674,Q971696743,598241220,J882412201,OK,False,-1
K257694525,3557694525,355769452,355769452,232678188,X126781885,355769452,K257694525,OK,False,-1
S279005126,4379005126,437900512,437900512,966498509,V964985098,437900512,S279005126,OK,False,-1
K287543344,3587543344,358754334,358754334,426809899,R268098990,358754334,K287543344,OK,False,-1
Z145134149,2445134149,244513414,244513414,242709740,Z127097401,244513414,Z145134149,OK,False,-1
C118369584,0218369584,021836958,021836958,096248737,J162487379,021836958,C118369584,OK,False,-1
Q104321442,1604321442,160432144,160432144,692156473,T821564733,160432144,Q104321442,OK,False,-1
G218925515,3118925515,311892551,311892551,326418513,H264185137,311892551,G218925515,OK,False,-1
D235913141,2835913141,283591314,283591314,736989192,X869891928,283591314,D235913141,OK,False,-1
F115251873,0515251873,051525187,051525187,876425004,M964250047,051525187,F115251873,OK,False,-1
G132360023,0632360023,063236002,063236002,192488485,T124884854,063236002,G132360023,OK,False,-1
B124431385,0124431385,012443138,012443138,744197074,Z841970741,012443138,B124431385,OK,False,-1
N100824486,1300824486,130082448,130082448,309813700,F298137009,130082448,N100824486,OK,False,-1
O818108460,6418108460,641810846,641810846,120236903,M102369030,641810846,O818108460,OK,False,-1
M136632604,1236632604,123663260,123663260,396011279,O260112796,123663260,M136632604,OK,False,-1
E130338950,0430338950,043033895,043033895,125083392,M150833925,043033895,E130338950,OK,False,-1
C240281762,2740281762,274028176,274028176,836097107,I960971074,274028176,C240281762,OK,False,-1
A867251704,5067251704,506725170,506725170,353593970,K235939703,506725170,A867251704,OK,False,-1
T247248054,4447248054,444724805,444724805,548316026,E883160266,444724805,T247248054,OK,False,-1
N291630469,3891630469,389163046,389163046,308115854,F281158543,389163046,N291630469,OK,False,-1
M806593143,6206593143,620659314,620659314,269134260,B291342606,620659314,M806593143,OK,False,-1
U985352829,9585352829,958535282,958535282,821862137,H918621375,958535282,U985352829,OK,False,-1
L162490760,1162490760,116249076,116249076,386374149,N263741493,116249076,L162490760,OK,False,-1
E258495950,2958495950,295849595,295849595,513839286,B838392868,295849595,E258495950,OK,False,-1
H897905374,5797905374,579790537,579790537,371034743,M210347433,579790537,H897905374,OK,False,-1
Q824024984,6624024984,662402498,662402498,955812033,U958120339,662402498,Q824024984,OK,False,-1
Z260673943,4960673943,496067394,496067394,253182557,A231825576,496067394,Z260673943,OK,False,-1
A203657175,2503657175,250365717,250365717,366819654,L268196549,250365717,A203657175,OK,False,-1
Q100819021,1600819021,160081902,160081902,289234958,D292349585,160081902,Q100819021,OK,False,-1
U290253982,4590253982,459025398,459025398,402640200,P226402009,459025398,U290253982,OK,False,-1
I209481248,3309481248,330948124,330948124,835558613,I955586134,330948124,I209481248,OK,False,-1
F270590428,3070590428,307059042,307059042,294256155,E242561550,307059042,F270590428,OK,False,-1
H205694977,3205694977,320569497,320569497,883293821,N932938219,320569497,H205694977,OK,False,-1
S225036577,4325036577,432503657,432503657,590826449,J808264492,432503657,S225036577,OK,False,-1
T883736048,6983736048,698373604,698373604,925287593,R952875930,698373604,T883736048,OK,False,-1
R168416852,1768416852,176841685,176841685,197050306,T170503068,176841685,R168416852,OK,False,-1
I134317151,0834317151,083431715,083431715,483183128,X231831287,083431715,I134317151,OK,False,-1
V876028631,7176028631,717602863,717602863,182053306,S120533060,717602863,V876028631,OK,False,-1
Q177846518,1677846518,167784651,167784651,940029969,T900299699,167784651,Q177846518,OK,False,-1
N131801422,1331801422,133180142,133180142,328526105,H285261052,133180142,N131801422,OK,False,-1
I163481482,0863481482,086348148,086348148,664617415,Q846174152,086348148,I163481482,OK,False,-1
E880414490,5480414490,548041449,548041449,328948464,H289484640,548041449,E880414490,OK,False,-1
Q225680993,4125680993,412568099,412568099,751262534,A912625345,412568099,Q225680993,OK,False,-1
K193402138,1093402138,109340213,109340213,850225167,K902251672,109340213,K193402138,OK,False,-1
P261713812,4061713812,406171381,406171381,764620467,B946204673,406171381,P261713812,OK,False,-1
U289892044,4589892044,458989204,458989204,809534027,F995340277,458989204,U289892044,OK,False,-1
D876715376,5376715376,537671537,537671537,235113974,X151139746,537671537,D876715376,OK,False,-1
