ID,Numeric,plaintext,original_plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
J258790687,3458790687,345879068,345879068,280050467,D200504670,345879068,J258790687,OK,False,-1
O854293513,6454293513,645429351,645429351,543017424,E830174245,645429351,O854293513,OK,False,-1
N256534700,3856534700,385653470,385653470,150572805,P105728051,385653470,N256534700,SWAPPED,False,306
N150753503,1350753503,135075350,135075350,136432752,N164327520,135075350,N150753503,OK,False,-1
M125976382,1225976382,122597638,122597638,040759109,E107591090,122597638,M125976382,OK,False,-1
M257306254,3757306254,375730625,375730625,307979052,F279790522,375730625,M257306254,OK,False,-1
P113778725,1513778725,651377872,151377872,001813203,A118132030,651377872,P113778725,FIXED_50,True,-1
E180116002,0480116002,048011600,048011600,056809353,F168093538,048011600,E180116002,OK,False,-1
X928492663,9828492663,982849266,982849266,965521507,V955215074,982849266,X928492663,SWAPPED,False,311
D985911511,7885911511,288591151,788591151,637531620,N875316206,288591151,D985911511,FIXED_50,True,-1
H269103546,3269103546,826910354,326910354,374478156,M244781565,826910354,H269103546,FIXED_50,True,-1
T152312532,1952312532,195231253,195231253,363125142,L231251422,195231253,T152312532,OK,False,-1
N132029960,1332029960,133202996,133202996,285130749,D251307492,133202996,N132029960,OK,False,-1
N967553519,8867553519,886755351,886755351,626719291,M867192915,886755351,N967553519,SWAPPED,False,316
V837925619,7137925619,713792561,713792561,593150539,J831505391,713792561,V837925619,OK,False,-1
P254611661,4054611661,405461166,405461166,295507344,E255073443,405461166,P254611661,OK,False,-1
T193067663,1993067663,199306766,199306766,346599429,J265994293,199306766,T193067663,OK,False,-1
U234620703,4534620703,453462070,453462070,177996911,R179969113,453462070,U234620703,SWAPPED,False,321
G254993804,3154993804,315499380,315499380,167181633,Q171816338,315499380,G254993804,OK,False,-1
M831022611,6231022611,623102261,623102261,565715426,G857154267,623102261,M831022611,OK,False,-1
N244436119,3844436119,884443611,384443611,313879081,G238790812,884443611,N244436119,SWAPPED,True,323
X971618155,9871618155,987161815,987161815,921262691,R912626917,987161815,X971618155,OK,False,-1
R915585995,9215585995,921558599,921558599,872182120,M921821202,921558599,R915585995,OK,False,-1
M279923535,3779923535,377992353,377992353,108773262,K187732625,377992353,M279923535,OK,False,-1
I864820594,5864820594,586482059,586482059,535401941,D854019419,586482059,I864820594,SWAPPED,False,327
K263576789,3563576789,356357678,356357678,150138154,P101381543,356357678,K263576789,SWAPPED,False,328
F950570979,8050570979,805057097,805057097,558270875,F882708754,805057097,F950570979,OK,False,-1
J191977640,0991977640,599197764,099197764,028099921,C180999214,599197764,J191977640,FIXED_50,True,-1
K181065536,1081065536,108106553,108106553,022046052,C120460523,108106553,K181065536,SWAPPED,False,331
C197046693,0297046693,029704669,029704669,495520661,Z255206618,029704669,C197046693,OK,False,-1
A902249539,7502249539,750224953,750224953,650771644,P807716446,750224953,A902249539,OK,False,-1
W902327832,9702327832,970232783,970232783,729887780,W898877809,970232783,W902327832,OK,False,-1
C224145618,2724145618,272414561,272414561,279003459,C290034599,272414561,C224145618,SWAPPED,False,335
O162350283,1462350283,646235028,146235028,194677839,T146778391,646235028,O162350283,FIXED_50,True,-1
D943929924,7843929924,784392992,784392992,936720218,S967202182,784392992,D943929924,SWAPPED,False,337
Q130037662,1630037662,163003766,163003766,386810322,N268103224,163003766,Q130037662,SWAPPED,False,339
M858415110,6258415110,625841511,625841511,523216225,C832162250,625841511,M858415110,OK,False,-1
O255632656,3955632656,895563265,395563265,297463332,E274633325,895563265,O255632656,FIXED_50,True,-1
R819785195,6719785195,671978519,671978519,628155579,M881555790,671978519,R819785195,OK,False,-1
P820548900,6520548900,652054890,652054890,888022534,N980225349,652054890,P820548900,OK,False,-1
O275666621,3975666621,397566662,397566662,290961177,E209611775,397566662,O275666621,SWAPPED,False,343
S898747258,6898747258,689874725,689874725,865125279,L951252796,689874725,S898747258,OK,False,-1
Q108822566,1608822566,160882256,160882256,444237032,T242370328,160882256,Q108822566,OK,False,-1
M161831928,1261831928,626183192,126183192,200261346,U102613469,626183192,M161831928,SWAPPED,True,346
K875391001,6075391001,607539100,607539100,751639703,A916397039,607539100,K875391001,OK,False,-1
Q249849618,4149849618,414984961,414984961,128080233,M180802330,414984961,Q249849618,OK,False,-1
D875998657,5375998657,537599865,537599865,666625121,Q866251212,537599865,D875998657,SWAPPED,False,349
Q299139649,4199139649,919913964,419913964,305902998,F259029988,919913964,Q299139649,FIXED_50,True,-1
V933890822,9633890822,963389082,963389082,620498885,M804988859,963389082,V933890822,OK,False,-1
D866597115,5366597115,036659711,536659711,549902304,E899023041,036659711,D866597115,FIXED_50,True,-1
I147345221,0847345221,584734522,084734522,203377867,U133778673,584734522,I147345221,FIXED_50,True,-1
N211473728,3811473728,381147372,381147372,325253527,H252535270,381147372,N211473728,OK,False,-1
B995253659,7695253659,769525365,769525365,687056869,S870568697,769525365,B995253659,OK,False,-1
R907349716,9207349716,920734971,920734971,859574801,K995748017,920734971,R907349716,OK,False,-1
T213685874,4413685874,441368587,441368587,153322803,P133228039,441368587,T213685874,OK,False,-1
L142010186,1142010186,114201018,114201018,479732525,W297325251,114201018,L142010186,OK,False,-1
E974799993,7974799993,297479999,797479999,967890081,V978900816,297479999,E974799993,FIXED_50,True,-1
N216225991,3816225991,381622599,381622599,455066281,U250662818,381622599,N216225991,OK,False,-1
X914688633,9814688633,981468863,981468863,656607834,P866078347,981468863,X914688633,SWAPPED,False,361
C137688639,0237688639,023768863,023768863,329754995,H297549954,023768863,C137688639,OK,False,-1
F267943157,3067943157,306794315,306794315,227140033,W171400337,306794315,F267943157,SWAPPED,False,363
M989924244,8789924244,878992424,878992424,735971515,X859715153,878992424,M989924244,SWAPPED,False,364
A996805807,7596805807,759680580,759680580,888150142,N981501428,759680580,A996805807,OK,False,-1
Z196471575,2496471575,249647157,249647157,390099118,O200991182,249647157,Z196471575,OK,False,-1
B164374038,0164374038,016437403,016437403,060167876,G101678769,016437403,B164374038,OK,False,-1
U891279491,7091279491,209127949,709127949,802377624,F923776241,209127949,U891279491,SWAPPED,True,368
E169197785,0469197785,546919778,046919778,205668324,U156683248,546919778,E169197785,FIXED_50,True,-1
L814228001,6114228001,111422800,611422800,803640345,F936403453,111422800,L814228001,SWAPPED,True,370
K186391282,1086391282,108639128,108639128,062324984,G123249842,108639128,K186391282,OK,False,-1
M957608515,8757608515,375760851,875760851,987151557,X971515579,375760851,M957608515,FIXED_50,True,-1
J250470044,3450470044,345047004,345047004,196021609,T160216094,345047004,J250470044,OK,False,-1
Q234840523,4134840523,913484052,413484052,315202020,G252020200,913484052,Q234840523,FIXED_50,True,-1
S936856310,9336856310,933685631,933685631,623335831,M833358310,933685631,S936856310,OK,False,-1
F255529496,3055529496,305552949,305552949,276564360,C265643606,305552949,F255529496,SWAPPED,False,377
I134417932,0834417932,083441793,083441793,247864985,Z178649851,083441793,I134417932,OK,False,-1
N988163024,8888163024,888816302,888816302,929482840,R994828404,888816302,N988163024,OK,False,-1
E292947966,2992947966,299294796,299294796,408436771,P284367710,299294796,E292947966,SWAPPED,False,380
C241703721,2741703721,274170372,274170372,066266504,G162665040,274170372,C241703721,OK,False,-1
D262513255,2862513255,786251325,286251325,413767653,Q237676534,786251325,D262513255,FIXED_50,True,-1
Z216082683,4916082683,491608268,491608268,147283863,O172838632,491608268,Z216082683,SWAPPED,False,383
X928871404,9828871404,982887140,982887140,631205086,N812050865,982887140,X928871404,OK,False,-1
G800059791,5600059791,560005979,560005979,545220428,E852204288,560005979,G800059791,SWAPPED,False,385
D878237197,5378237197,037823719,537823719,587814119,I878141195,037823719,D878237197,SWAPPED,True,386
P246524800,4046524800,404652480,404652480,463504700,V235047003,404652480,P246524800,OK,False,-1
K917399732,8517399732,851739973,851739973,890450422,O904504223,851739973,K917399732,OK,False,-1
Q966977704,9166977704,416697770,916697770,714722020,V847220201,416697770,Q966977704,FIXED_50,True,-1
V847470247,7147470247,714747024,714747024,659469888,P894698886,714747024,V847470247,OK,False,-1
J286870850,3486870850,348687085,348687085,267684727,B276847271,348687085,J286870850,OK,False,-1
W979636102,9779636102,477963610,977963610,873075651,M930756512,477963610,W979636102,SWAPPED,True,392
C956317508,7756317508,775631750,775631750,523412590,C834125906,775631750,C956317508,OK,False,-1
X274058442,4874058442,487405844,487405844,013425605,B134256054,487405844,X274058442,OK,False,-1
C233882704,2733882704,773388270,273388270,034372719,D143727193,773388270,C233882704,FIXED_50,True,-1
U249690262,4549690262,454969026,454969026,431860874,S218608741,454969026,U249690262,OK,False,-1
H298726991,3298726991,329872699,329872699,251331919,A213319191,329872699,H298726991,OK,False,-1
V263164162,4663164162,466316416,466316416,063226865,G132268659,466316416,V263164162,OK,False,-1
I279065110,3379065110,337906511,337906511,178834679,R188346799,337906511,I279065110,OK,False,-1
Z982143902,9982143902,998214390,998214390,500856097,A808560973,998214390,Z982143902,SWAPPED,False,400
R841162546,6741162546,674116254,674116254,821742718,H917427186,674116254,R841162546,OK,False,-1
T226769405,4426769405,942676940,442676940,416491380,Q264913806,942676940,T226769405,SWAPPED,True,401
X104748313,2304748313,230474831,230474831,317704086,G277040860,230474831,X104748313,OK,False,-1
W159603843,2259603843,225960384,225960384,370224236,M202242367,225960384,W159603843,OK,False,-1
F298685484,3098685484,309868548,309868548,391348026,O213480269,309868548,F298685484,SWAPPED,False,404
D232934086,2832934086,783293408,283293408,476538326,W265383265,783293408,D232934086,SWAPPED,True,405
F201386632,3001386632,300138663,300138663,327013392,H270133925,300138663,F201386632,OK,False,-1
N166315840,1366315840,136631584,136631584,274322645,C243226450,136631584,N166315840,OK,False,-1
C902570362,7702570362,270257036,770257036,925102557,R951025570,270257036,C902570362,FIXED_50,True,-1
I265554051,3365554051,336555405,336555405,182179110,S121791100,336555405,I265554051,OK,False,-1
V995071832,9695071832,969507183,969507183,927428063,R974280631,969507183,V995071832,OK,False,-1
E270512398,2970512398,297051239,297051239,452959842,U229598427,297051239,E270512398,OK,False,-1
W159357293,2259357293,725935729,225935729,237368833,X173688337,725935729,W159357293,FIXED_50,True,-1
T920954913,9420954913,942095491,942095491,543500615,E835006153,942095491,T920954913,OK,False,-1
A177976189,0077976189,007797618,007797618,001013812,A110138129,007797618,A177976189,OK,False,-1
F282634079,3082634079,808263407,308263407,133902061,N139020616,808263407,F282634079,FIXED_50,True,-1
D993696176,7893696176,789369617,789369617,656457118,P864571185,789369617,D993696176,OK,False,-1
V874481792,7174481792,717448179,717448179,685916669,S859166693,717448179,V874481792,OK,False,-1
P100957561,1500957561,650095756,150095756,176948633,R169486330,650095756,P100957561,FIXED_50,True,-1
B187295272,0187295272,018729527,018729527,238308563,X183085633,018729527,B187295272,OK,False,-1
M980255631,8780255631,878025563,878025563,713322700,V833227005,878025563,M980255631,OK,False,-1
D828851030,5328851030,532885103,532885103,659945777,P899457778,532885103,D828851030,SWAPPED,False,421
Q931063028,9131063028,413106302,913106302,519430598,B894305983,413106302,Q931063028,FIXED_50,True,-1
T202644018,4402644018,940264401,440264401,496419852,Z264198521,940264401,T202644018,SWAPPED,True,423
J931254882,8431254882,843125488,843125488,729454336,W894543366,843125488,J931254882,OK,False,-1
N973882245,8873882245,887388224,887388224,939778807,S997788079,887388224,N973882245,OK,False,-1
R841157358,6741157358,674115735,674115735,842074467,J920744679,674115735,R841157358,OK,False,-1
Z126461256,2426461256,742646125,242646125,275999390,C259993908,742646125,Z126461256,SWAPPED,True,427
A808538999,5008538999,000853899,500853899,610126538,L801265385,000853899,A808538999,FIXED_50,True,-1
V287655099,4687655099,468765509,468765509,121754530,M117545300,468765509,V287655099,SWAPPED,False,429
C874508890,5274508890,527450889,527450889,929889119,R998891190,527450889,C874508890,OK,False,-1
E242160179,2942160179,294216017,294216017,429648152,R296481521,294216017,E242160179,OK,False,-1
N182321179,1382321179,638232117,138232117,389494644,N294946446,638232117,N182321179,SWAPPED,True,432
U862658460,7062658460,206265846,706265846,892525803,O925258039,206265846,U862658460,FIXED_50,True,-1
V943726893,9643726893,964372689,964372689,794223256,E942232567,964372689,V943726893,OK,False,-1
V943799387,9643799387,964379938,964379938,511735742,B817357421,964379938,V943799387,SWAPPED,False,439
G237404255,3137404255,313740425,313740425,291476632,E214766321,313740425,G237404255,OK,False,-1
I910936294,8310936294,831093629,831093629,565158663,G851586630,831093629,I910936294,OK,False,-1
B878487837,5178487837,017848783,517848783,837759151,I977591513,017848783,B878487837,SWAPPED,True,438
K806585462,6006585462,600658546,600658546,555902363,F859023639,600658546,K806585462,OK,False,-1
W904374437,9704374437,970437443,970437443,814981313,G949813133,970437443,W904374437,SWAPPED,False,440
S807781295,6807781295,180778129,680778129,505299718,A852997186,180778129,S807781295,FIXED_50,True,-1
B271027260,2671027260,767102726,267102726,403090736,P230907366,767102726,B271027260,FIXED_50,True,-1
V234047438,4634047438,463404743,463404743,497609214,Z276092141,463404743,V234047438,OK,False,-1
X879655247,7379655247,737965524,737965524,832866389,I928663899,737965524,X879655247,OK,False,-1
F879599232,5579599232,557959923,557959923,769302788,B993027884,557959923,F879599232,OK,False,-1
J836463290,5936463290,093646329,593646329,733667153,X836671532,093646329,J836463290,FIXED_50,True,-1
C277571179,2777571179,277757117,277757117,353348466,K233484661,277757117,C277571179,SWAPPED,False,448
M260723063,3760723063,876072306,376072306,260144252,B201442524,876072306,M260723063,FIXED_50,True,-1
X886896043,7386896043,738689604,738689604,856432089,K964320892,738689604,X886896043,OK,False,-1
T864335272,6964335272,196433527,696433527,808184624,F981846248,196433527,T864335272,FIXED_50,True,-1
R801435622,6701435622,670143562,670143562,778704573,C987045733,670143562,R801435622,OK,False,-1
E183999503,0483999503,048399950,048399950,421875976,R218759760,048399950,E183999503,OK,False,-1
O911383065,8911383065,891138306,891138306,780890675,D908906750,891138306,O911383065,SWAPPED,False,455
P108876161,1508876161,650887616,150887616,469878823,V298788232,650887616,P108876161,FIXED_50,True,-1
K877721178,6077721178,607772117,607772117,544196442,E841964424,607772117,K877721178,SWAPPED,False,455
G941148264,8141148264,314114826,814114826,513207218,B832072189,314114826,G941148264,FIXED_50,True,-1
C910063401,7710063401,771006340,771006340,842222585,J922225855,771006340,C910063401,OK,False,-1
G275663098,3175663098,817566309,317566309,340208558,J202085584,817566309,G275663098,FIXED_50,True,-1
L985611816,8685611816,868561181,868561181,833743229,I937432295,868561181,L985611816,OK,False,-1
A262989069,2562989069,756298906,256298906,070141791,H101417918,756298906,A262989069,FIXED_50,True,-1
U821447541,7021447541,702144754,702144754,736697194,X866971947,702144754,U821447541,OK,False,-1
N166742409,1366742409,136674240,136674240,343942218,J239422182,136674240,N166742409,OK,False,-1
V976135044,9676135044,467613504,967613504,619222432,L892224321,467613504,V976135044,FIXED_50,True,-1
U928207449,9528207449,952820744,952820744,513589113,B835891131,952820744,U928207449,OK,False,-1
V847079197,7147079197,714707919,714707919,682404246,S824042466,714707919,V847079197,OK,False,-1
U864961880,7064961880,706496188,706496188,513093206,B830932066,706496188,U864961880,OK,False,-1
B237846123,2637846123,263784612,263784612,156517889,P165178899,263784612,B237846123,OK,False,-1
R870463150,6770463150,677046315,677046315,888314217,N983142178,677046315,R870463150,OK,False,-1
A899492195,5099492195,509949219,509949219,815083690,G950836900,509949219,A899492195,OK,False,-1
F851742057,5551742057,055174205,555174205,969704318,V997043185,055174205,F851742057,FIXED_50,True,-1
N201427438,3801427438,880142743,380142743,369992320,L299923209,880142743,N201427438,FIXED_50,True,-1
T183131307,1983131307,698313130,198313130,148963319,O189633192,698313130,T183131307,SWAPPED,True,472
C803852469,5203852469,520385246,520385246,836593043,I965930439,520385246,C803852469,OK,False,-1
X988661004,9888661004,988866100,988866100,885711536,N957115365,988866100,X988661004,OK,False,-1
P906043393,9006043393,900604339,900604339,922639797,R926397974,900604339,P906043393,SWAPPED,False,475
U811672587,7011672587,201167258,701167258,676698783,R866987834,201167258,U811672587,FIXED_50,True,-1
J868872545,5968872545,596887254,596887254,836855573,I968555732,596887254,J868872545,OK,False,-1
X203946979,4803946979,480394697,480394697,203168918,U131689182,480394697,X203946979,OK,False,-1
A983078145,7583078145,758307814,758307814,556185226,F861852266,758307814,A983078145,OK,False,-1
J889464436,5989464436,598946443,598946443,685756207,S857562071,598946443,J889464436,SWAPPED,False,480
Q945311144,9145311144,914531114,914531114,940490801,T904908019,914531114,Q945311144,SWAPPED,False,481
Q965343768,9165343768,916534376,916534376,938905771,S989057716,916534376,Q965343768,OK,False,-1
G251264404,3151264404,315126440,315126440,414495492,Q244954927,315126440,G251264404,SWAPPED,False,485
H133536415,0733536415,573353641,073353641,482454202,X224542024,573353641,H133536415,FIXED_50,True,-1
D191247964,0391247964,539124796,039124796,014344978,B143449781,539124796,D191247964,FIXED_50,True,-1
Q829420931,6629420931,662942093,662942093,925474873,R954748730,662942093,Q829420931,OK,False,-1
A178441201,0078441201,007844120,007844120,447418869,T274188694,007844120,A178441201,OK,False,-1
V994360198,9694360198,969436019,969436019,519993072,B899930726,969436019,V994360198,OK,False,-1
Z281651170,4981651170,498165117,498165117,412591978,Q225919784,498165117,Z281651170,SWAPPED,False,489
G121758713,0621758713,062175871,062175871,002047951,A120479511,062175871,G121758713,OK,False,-1
U910186280,9510186280,451018628,951018628,636474965,N864749655,451018628,U910186280,FIXED_50,True,-1
Z907140523,9907140523,490714052,990714052,683606239,S836062398,490714052,Z907140523,FIXED_50,True,-1
B170303303,0170303303,017030330,017030330,326132199,H261321999,017030330,B170303303,OK,False,-1
O220387013,3920387013,392038701,392038701,010759504,B107595040,392038701,O220387013,OK,False,-1
L294619773,3694619773,869461977,369461977,264763536,B247635365,869461977,L294619773,FIXED_50,True,-1
Z181893765,2481893765,248189376,248189376,072225271,H122252711,248189376,Z181893765,OK,False,-1
X910157397,9810157397,981015739,981015739,640901825,O809018257,981015739,X910157397,OK,False,-1
N241216302,3841216302,384121630,384121630,326047641,H260476413,384121630,N241216302,OK,False,-1
P977997257,9077997257,907799725,907799725,536985070,D869850708,907799725,P977997257,OK,False,-1
J840579872,5940579872,594057987,594057987,622342973,M823429731,594057987,J840579872,SWAPPED,False,501
R160363863,1760363863,676036386,176036386,156107637,P161076376,676036386,R160363863,SWAPPED,True,501
R130400899,1730400899,173040089,173040089,402609872,P226098729,173040089,R130400899,OK,False,-1
M229350260,3729350260,372935026,372935026,117570004,L175700042,372935026,M229350260,OK,False,-1
Q200766652,4100766652,410076665,410076665,264692250,B246922501,410076665,Q200766652,OK,False,-1
Q106316556,1606316556,160631655,160631655,134704795,N147047952,160631655,Q106316556,OK,False,-1
B849178294,5149178294,014917829,514917829,903202874,P932028746,014917829,B849178294,FIXED_50,True,-1
O128306670,1428306670,642830667,142830667,438952873,S289528734,642830667,O128306670,SWAPPED,True,507
F205253385,3005253385,300525338,300525338,327771941,H277719414,300525338,F205253385,OK,False,-1
C926518757,7726518757,272651875,772651875,583082588,I830825889,272651875,C926518757,FIXED_50,True,-1
S241598910,4341598910,934159891,434159891,267004708,B270047080,934159891,S241598910,SWAPPED,True,510
I911503735,8311503735,331150373,831150373,631260503,N812605039,331150373,I911503735,SWAPPED,True,511
M973397393,8773397393,877339739,877339739,823588518,H935885186,877339739,M973397393,OK,False,-1
A946481133,7546481133,754648113,754648113,808976679,F989766792,754648113,A946481133,OK,False,-1
X985795521,9885795521,488579552,988579552,722309365,W823093651,488579552,X985795521,FIXED_50,True,-1
X848862070,7348862070,234886207,734886207,521410492,C814104929,234886207,X848862070,SWAPPED,True,515
S951850207,9351850207,435185020,935185020,718448800,V884488007,435185020,S951850207,FIXED_50,True,-1
H837778262,5737778262,573777826,573777826,804765314,F947653147,573777826,H837778262,SWAPPED,False,517
O855419324,6455419324,645541932,645541932,684457764,S844577648,645541932,O855419324,SWAPPED,False,518
T278164887,4478164887,447816488,447816488,134021067,N140210671,447816488,T278164887,OK,False,-1
I110413110,0810413110,081041311,081041311,197148276,T171482764,081041311,I110413110,OK,False,-1
E944072541,7944072541,794407254,794407254,570566475,H805664757,794407254,E944072541,OK,False,-1
R225718091,4225718091,422571809,422571809,291576929,E215769291,422571809,R225718091,OK,False,-1
D147833763,0347833763,034783376,034783376,417172837,Q271728371,034783376,D147833763,OK,False,-1
X228722162,4828722162,482872216,482872216,197364849,T173648493,482872216,X228722162,OK,False,-1
O250169667,3950169667,895016966,395016966,350957574,K209575742,895016966,O250169667,FIXED_50,True,-1
Z104944783,2404944783,740494478,240494478,497400075,Z274000752,740494478,Z104944783,SWAPPED,True,527
Q837368815,6637368815,663736881,663736881,909020238,P990202386,663736881,Q837368815,OK,False,-1
A179353139,0079353139,007935313,007935313,170758073,R107580739,007935313,A179353139,OK,False,-1
N116970373,1316970373,131697037,131697037,475424536,W254245361,131697037,N116970373,OK,False,-1
Z851157616,7451157616,745115761,745115761,741290739,Z812907396,745115761,Z851157616,OK,False,-1
R240459477,4240459477,424045947,424045947,422394017,R223940175,424045947,R240459477,OK,False,-1
E195532170,0495532170,549553217,049553217,123828151,M138281516,549553217,E195532170,FIXED_50,True,-1
B121435783,0121435783,012143578,012143578,257060825,A270608251,012143578,B121435783,OK,False,-1
S868042679,6868042679,686804267,686804267,754507066,A945070663,686804267,S868042679,SWAPPED,False,534
U138413300,2038413300,703841330,203841330,075081272,H150812727,703841330,U138413300,FIXED_50,True,-1
G860054221,5660054221,566005422,566005422,642310927,O823109273,566005422,G860054221,OK,False,-1
N100212619,1300212619,130021261,130021261,444102999,T241029993,130021261,N100212619,SWAPPED,False,537
A946862530,7546862530,754686253,754686253,632188388,N821883881,754686253,A946862530,OK,False,-1
V940980797,9640980797,964098079,964098079,723774800,W837748007,964098079,V940980797,OK,False,-1
S826872195,6826872195,682687219,682687219,988917776,X989177761,682687219,S826872195,OK,False,-1
E118411076,0418411076,041841107,041841107,442895782,T228957823,041841107,E118411076,OK,False,-1
V947655055,9647655055,964765505,964765505,588890205,I888902057,964765505,V947655055,SWAPPED,False,542
O816067939,6416067939,641606793,641606793,735399951,X853999511,641606793,O816067939,OK,False,-1
V897578823,7197578823,219757882,719757882,855109540,K951095406,219757882,V897578823,FIXED_50,True,-1
H864514961,5764514961,576451496,576451496,830972756,I909727565,576451496,H864514961,OK,False,-1
W923748993,9723748993,472374899,972374899,510136893,B801368936,472374899,W923748993,FIXED_50,True,-1
F828275925,5528275925,552827592,552827592,589080769,I890807692,552827592,F828275925,OK,False,-1
I209448636,3309448636,830944863,330944863,282059773,D220597733,830944863,I209448636,SWAPPED,True,549
U204956192,4504956192,450495619,450495619,116942346,L169423463,450495619,U204956192,OK,False,-1
J985953774,8485953774,848595377,848595377,670395924,R803959241,848595377,J985953774,OK,False,-1
E968917654,7968917654,796891765,796891765,768422586,B984225863,796891765,E968917654,OK,False,-1
G251596741,3151596741,315159674,315159674,333942031,I239420315,315159674,G251596741,OK,False,-1
S176640407,1876640407,187664040,187664040,306029612,F260296128,187664040,S176640407,OK,False,-1
L210166624,3610166624,861016662,361016662,026159286,C161592866,861016662,L210166624,FIXED_50,True,-1
G996863369,8196863369,319686336,819686336,714964720,V849647200,319686336,G996863369,FIXED_50,True,-1
X888672729,7388672729,738867272,738867272,911095527,Q910955272,738867272,X888672729,OK,False,-1
U906780609,9506780609,950678060,950678060,901014531,P910145319,950678060,U906780609,SWAPPED,False,557
C285744104,2785744104,778574410,278574410,139862640,N198626407,778574410,C285744104,FIXED_50,True,-1
V117935839,2117935839,211793583,211793583,394976057,O249760578,211793583,V117935839,SWAPPED,False,560
G932003743,8132003743,313200374,813200374,947771847,T977718474,313200374,G932003743,SWAPPED,True,560
V160793534,2160793534,216079353,216079353,373402302,M234023029,216079353,V160793534,OK,False,-1
H158257808,0758257808,075825780,075825780,032942774,D129427749,075825780,H158257808,OK,False,-1
T949765374,9449765374,944976537,944976537,648435154,O884351546,944976537,T949765374,OK,False,-1
S962999135,9362999135,436299913,936299913,779191125,C991911259,436299913,S962999135,FIXED_50,True,-1
N219127474,3819127474,381912747,381912747,067291348,G172913482,381912747,N219127474,OK,False,-1
N111538151,1311538151,131153815,131153815,219428337,V194283378,131153815,N111538151,OK,False,-1
M128449051,1228449051,622844905,122844905,340311288,J203112884,622844905,M128449051,FIXED_50,True,-1
I243094690,3343094690,334309469,334309469,316727123,G267271237,334309469,I243094690,OK,False,-1
L161287303,1161287303,116128730,116128730,447745744,T277457445,116128730,L161287303,OK,False,-1
L874460089,6174460089,117446008,617446008,998710568,Z987105680,117446008,L874460089,FIXED_50,True,-1
G936013905,8136013905,813601390,813601390,761782653,B917826530,813601390,G936013905,OK,False,-1
R893006199,6793006199,679300619,679300619,817465944,G974659441,679300619,R893006199,SWAPPED,False,573
R159988201,1759988201,675998820,175998820,017917080,B179170800,675998820,R159988201,FIXED_50,True,-1
Q179795569,1679795569,667979556,167979556,284140854,D241408544,667979556,Q179795569,SWAPPED,True,574
R890398234,6790398234,679039823,679039823,624939793,M849397930,679039823,R890398234,SWAPPED,False,575
N114752500,1314752500,631475250,131475250,253978862,A239788623,631475250,N114752500,FIXED_50,True,-1
F153399023,0553399023,055339902,055339902,180945762,S109457627,055339902,F153399023,OK,False,-1
F841343033,5541343033,554134303,554134303,754707788,A947077884,554134303,F841343033,OK,False,-1
F256581365,3056581365,805658136,305658136,211610481,V116104812,805658136,F256581365,FIXED_50,True,-1
Q853248756,6653248756,665324875,665324875,586276782,I862767825,665324875,Q853248756,OK,False,-1
A142184440,0042184440,004218444,004218444,382685774,N226857745,004218444,A142184440,OK,False,-1
A298597573,2598597573,259859757,259859757,376310462,M263104622,259859757,A298597573,OK,False,-1
P998824562,9098824562,409882456,909882456,691117370,T811173702,409882456,P998824562,SWAPPED,True,583
E887317850,5487317850,548731785,548731785,647906678,O879066781,548731785,E887317850,OK,False,-1
Q216674334,4116674334,411667433,411667433,393137773,O231377738,411667433,Q216674334,OK,False,-1
J975465338,8475465338,847546533,847546533,703383704,U833837046,847546533,J975465338,OK,False,-1
E909017182,7909017182,290901718,790901718,985151463,X951514638,290901718,E909017182,SWAPPED,True,587
E845787343,5445787343,044578734,544578734,992697743,Z926977433,044578734,E845787343,FIXED_50,True,-1
V935958283,9635958283,963595828,963595828,645480186,O854801864,963595828,V935958283,OK,False,-1
R232501346,4232501346,423250134,423250134,362602726,L226027263,423250134,R232501346,OK,False,-1
H946296597,8246296597,824629659,824629659,783654234,D936542346,824629659,H946296597,SWAPPED,False,591
B232173769,2632173769,263217376,263217376,195027907,T150279070,263217376,B232173769,SWAPPED,False,593
P996467765,9096467765,909646776,909646776,521211850,C812118505,909646776,P996467765,OK,False,-1
B209389042,2609389042,260938904,260938904,359601253,K296012530,260938904,B209389042,OK,False,-1
F121767202,0521767202,052176720,052176720,262227334,B222273341,052176720,F121767202,OK,False,-1
K808054693,6008054693,600805469,600805469,614107458,L841074582,600805469,K808054693,OK,False,-1
Z817403991,7417403991,741740399,741740399,941270394,T912703948,741740399,Z817403991,SWAPPED,False,598
B266070428,2666070428,766607042,266607042,001406660,A114066606,766607042,B266070428,FIXED_50,True,-1
S942018371,9342018371,934201837,934201837,639520955,N895209551,934201837,S942018371,OK,False,-1
N174317116,1374317116,137431711,137431711,019189292,B191892921,137431711,N174317116,SWAPPED,False,601
T918107977,9418107977,941810797,941810797,888009924,N980099241,941810797,T918107977,SWAPPED,False,601
Z171464967,2471464967,747146496,247146496,258487689,A284876892,747146496,Z171464967,FIXED_50,True,-1
G268661084,3168661084,816866108,316866108,105924185,K159241851,816866108,G268661084,FIXED_50,True,-1
V965777714,9665777714,966577771,966577771,765799651,B957996511,966577771,V965777714,OK,False,-1
B120244313,0120244313,012024431,012024431,202867342,U128673429,012024431,B120244313,SWAPPED,False,606
L127888188,1127888188,112788818,112788818,078433619,H184336192,112788818,L127888188,OK,False,-1
