ID,Numeric,original_plaintext,plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
T152312532,1952312532,195231253,195231253,363125142,L231251422,195231253,T152312532,OK,False,-1
N132029960,1332029960,133202996,133202996,285130749,D251307492,133202996,N132029960,OK,False,-1
V837925619,7137925619,713792561,713792561,112575036,L125750369,713792561,V837925619,OK,False,-1
N967553519,8867553519,886755351,886755351,983185260,X931852600,886755351,N967553519,OK,False,-1
P254611661,4054611661,405461166,405461166,295507344,E255073443,405461166,P254611661,OK,False,-1
T193067663,1993067663,199306766,199306766,346599429,J265994293,199306766,T193067663,OK,False,-1
M831022611,6231022611,623102261,623102261,184071098,S140710983,623102261,M831022611,OK,False,-1
G254993804,3154993804,315499380,315499380,167181633,Q171816338,315499380,G254993804,OK,False,-1
U234620703,4534620703,453462070,453462070,465127142,V251271429,453462070,U234620703,OK,False,-1
X971618155,9871618155,987161815,987161815,116216688,L162166885,987161815,X971618155,OK,False,-1
N244436119,3844436119,384443611,384443611,959705642,U997056421,384443611,N244436119,OK,False,-1
R915585995,9215585995,921558599,921558599,872182120,M921821202,921558599,R915585995,OK,False,-1
M279923535,3779923535,377992353,377992353,108773262,K187732625,377992353,M279923535,OK,False,-1
F950570979,8050570979,805057097,805057097,150211417,P102114171,805057097,F950570979,OK,False,-1
I864820594,5864820594,586482059,586482059,541398354,E813983544,586482059,I864820594,OK,False,-1
K263576789,3563576789,356357678,356357678,442246469,T222464696,356357678,K263576789,OK,False,-1
J191977640,0991977640,099197764,099197764,674571466,R845714662,099197764,J191977640,OK,False,-1
C197046693,0297046693,029704669,029704669,951908216,U919082167,029704669,C197046693,OK,False,-1
K181065536,1081065536,108106553,108106553,355789910,K257899100,108106553,K181065536,OK,False,-1
A902249539,7502249539,750224953,750224953,650771644,P807716446,750224953,A902249539,OK,False,-1
W902327832,9702327832,970232783,970232783,729887780,W898877809,970232783,W902327832,OK,False,-1
O162350283,1462350283,146235028,146235028,806383595,F963835952,146235028,O162350283,OK,False,-1
C224145618,2724145618,272414561,272414561,327550396,H275503963,272414561,C224145618,OK,False,-1
O255632656,3955632656,395563265,395563265,677398358,R873983588,395563265,O255632656,OK,False,-1
D943929924,7843929924,784392992,784392992,469083983,V290839830,784392992,D943929924,OK,False,-1
M858415110,6258415110,625841511,625841511,523216225,C832162250,625841511,M858415110,OK,False,-1
Q130037662,1630037662,163003766,163003766,807150761,F971507618,163003766,Q130037662,OK,False,-1
R819785195,6719785195,671978519,671978519,628155579,M881555790,671978519,R819785195,OK,False,-1
P820548900,6520548900,652054890,652054890,888022534,N980225349,652054890,P820548900,OK,False,-1
S898747258,6898747258,689874725,689874725,176899175,R168991752,689874725,S898747258,OK,False,-1
O275666621,3975666621,397566662,397566662,473405167,W234051676,397566662,O275666621,OK,False,-1
Q108822566,1608822566,160882256,160882256,444237032,T242370328,160882256,Q108822566,OK,False,-1
K875391001,6075391001,607539100,607539100,255365588,A253655881,607539100,K875391001,OK,False,-1
M161831928,1261831928,126183192,126183192,191288986,T112889867,126183192,M161831928,OK,False,-1
Q249849618,4149849618,414984961,414984961,128080233,M180802330,414984961,Q249849618,OK,False,-1
Q299139649,4199139649,419913964,419913964,753540866,A935408664,419913964,Q299139649,OK,False,-1
D875998657,5375998657,537599865,537599865,863700505,L937005053,537599865,D875998657,OK,False,-1
V933890822,9633890822,963389082,963389082,620498885,M804988859,963389082,V933890822,OK,False,-1
D866597115,5366597115,536659711,536659711,336930536,I269305367,536659711,D866597115,OK,False,-1
I147345221,0847345221,084734522,084734522,724634764,W846347643,084734522,I147345221,OK,False,-1
N211473728,3811473728,381147372,381147372,325253527,H252535270,381147372,N211473728,OK,False,-1
B995253659,7695253659,769525365,769525365,687056869,S870568697,769525365,B995253659,OK,False,-1
R907349716,9207349716,920734971,920734971,859574801,K995748017,920734971,R907349716,OK,False,-1
T213685874,4413685874,441368587,441368587,153322803,P133228039,441368587,T213685874,OK,False,-1
L142010186,1142010186,114201018,114201018,479732525,W297325251,114201018,L142010186,OK,False,-1
E974799993,7974799993,797479999,797479999,396993215,O269932150,797479999,E974799993,OK,False,-1
N216225991,3816225991,381622599,381622599,455066281,U250662818,381622599,N216225991,OK,False,-1
C137688639,0237688639,023768863,023768863,832055524,I920555247,023768863,C137688639,OK,False,-1
X914688633,9814688633,981468863,981468863,320950277,H209502774,981468863,X914688633,OK,False,-1
A996805807,7596805807,759680580,759680580,025280218,C152802180,759680580,A996805807,OK,False,-1
F267943157,3067943157,306794315,306794315,592025499,J820254990,306794315,F267943157,OK,False,-1
M989924244,8789924244,878992424,878992424,932709164,S927091641,878992424,M989924244,OK,False,-1
Z196471575,2496471575,249647157,249647157,390099118,O200991182,249647157,Z196471575,OK,False,-1
B164374038,0164374038,016437403,016437403,060167876,G101678769,016437403,B164374038,OK,False,-1
E169197785,0469197785,046919778,046919778,994598486,Z945984869,046919778,E169197785,OK,False,-1
U891279491,7091279491,709127949,709127949,746714858,Z867148589,709127949,U891279491,OK,False,-1
K186391282,1086391282,108639128,108639128,596047411,J860474118,108639128,K186391282,OK,False,-1
L814228001,6114228001,611422800,611422800,908497718,P984977185,611422800,L814228001,OK,False,-1
M957608515,8757608515,875760851,875760851,001495971,A114959713,875760851,M957608515,OK,False,-1
J250470044,3450470044,345047004,345047004,196021609,T160216094,345047004,J250470044,OK,False,-1
Q234840523,4134840523,413484052,413484052,579000999,H890009995,413484052,Q234840523,OK,False,-1
S936856310,9336856310,933685631,933685631,623335831,M833358310,933685631,S936856310,OK,False,-1
N988163024,8888163024,888816302,888816302,359807153,K298071537,888816302,N988163024,OK,False,-1
I134417932,0834417932,083441793,083441793,247864985,Z178649851,083441793,I134417932,OK,False,-1
F255529496,3055529496,305552949,305552949,753800349,A938003492,305552949,F255529496,OK,False,-1
D262513255,2862513255,286251325,286251325,867392727,L973927274,286251325,D262513255,OK,False,-1
C241703721,2741703721,274170372,274170372,066266504,G162665040,274170372,C241703721,OK,False,-1
E292947966,2992947966,299294796,299294796,637288999,N872889999,299294796,E292947966,OK,False,-1
P246524800,4046524800,404652480,404652480,664493655,Q844936556,404652480,P246524800,OK,False,-1
X928871404,9828871404,982887140,982887140,631205086,N812050865,982887140,X928871404,OK,False,-1
Z216082683,4916082683,491608268,491608268,365349298,L253492981,491608268,Z216082683,OK,False,-1
K917399732,8517399732,851739973,851739973,046562110,E165621100,851739973,K917399732,OK,False,-1
G800059791,5600059791,560005979,560005979,184275609,S142756094,560005979,G800059791,OK,False,-1
D878237197,5378237197,537823719,537823719,512813752,B828137524,537823719,D878237197,OK,False,-1
Q966977704,9166977704,916697770,916697770,281561849,D215618494,916697770,Q966977704,OK,False,-1
V847470247,7147470247,714747024,714747024,659469888,P894698886,714747024,V847470247,OK,False,-1
J286870850,3486870850,348687085,348687085,267684727,B276847271,348687085,J286870850,OK,False,-1
X274058442,4874058442,487405844,487405844,998673344,Z986733448,487405844,X274058442,OK,False,-1
C956317508,7756317508,775631750,775631750,523412590,C834125906,775631750,C956317508,OK,False,-1
W979636102,9779636102,977963610,977963610,363669674,L236696743,977963610,W979636102,OK,False,-1
C233882704,2733882704,273388270,273388270,781499132,D914991327,273388270,C233882704,OK,False,-1
U249690262,4549690262,454969026,454969026,431860874,S218608741,454969026,U249690262,OK,False,-1
H298726991,3298726991,329872699,329872699,251331919,A213319191,329872699,H298726991,OK,False,-1
V263164162,4663164162,466316416,466316416,063226865,G132268659,466316416,V263164162,OK,False,-1
I279065110,3379065110,337906511,337906511,178834679,R188346799,337906511,I279065110,OK,False,-1
X104748313,2304748313,230474831,230474831,999885576,Z998855762,230474831,X104748313,OK,False,-1
R841162546,6741162546,674116254,674116254,821742718,H917427186,674116254,R841162546,OK,False,-1
Z982143902,9982143902,998214390,998214390,958619670,U986196709,998214390,Z982143902,OK,False,-1
T226769405,4426769405,442676940,442676940,485167456,X251674564,442676940,T226769405,OK,False,-1
W159603843,2259603843,225960384,225960384,370224236,M202242367,225960384,W159603843,OK,False,-1
F201386632,3001386632,300138663,300138663,575331362,H853313627,300138663,F201386632,OK,False,-1
F298685484,3098685484,309868548,309868548,660422320,Q804223203,309868548,F298685484,OK,False,-1
D232934086,2832934086,283293408,283293408,253827352,A238273525,283293408,D232934086,OK,False,-1
N166315840,1366315840,136631584,136631584,274322645,C243226450,136631584,N166315840,OK,False,-1
C902570362,7702570362,770257036,770257036,206977190,U169771908,770257036,C902570362,OK,False,-1
I265554051,3365554051,336555405,336555405,182179110,S121791100,336555405,I265554051,OK,False,-1
V995071832,9695071832,969507183,969507183,927428063,R974280631,969507183,V995071832,OK,False,-1
E270512398,2970512398,297051239,297051239,452959842,U229598427,297051239,E270512398,OK,False,-1
W159357293,2259357293,225935729,225935729,789793151,D997931514,225935729,W159357293,OK,False,-1
T920954913,9420954913,942095491,942095491,543500615,E835006153,942095491,T920954913,OK,False,-1
A177976189,0077976189,007797618,007797618,001013812,A110138129,007797618,A177976189,OK,False,-1
F282634079,3082634079,308263407,308263407,770213723,C902137232,308263407,F282634079,OK,False,-1
D993696176,7893696176,789369617,789369617,656457118,P864571185,789369617,D993696176,OK,False,-1
V874481792,7174481792,717448179,717448179,685916669,S859166693,717448179,V874481792,OK,False,-1
P100957561,1500957561,150095756,150095756,653501504,P835015043,150095756,P100957561,OK,False,-1
B187295272,0187295272,018729527,018729527,238308563,X183085633,018729527,B187295272,OK,False,-1
M980255631,8780255631,878025563,878025563,713322700,V833227005,878025563,M980255631,OK,False,-1
Q931063028,9131063028,913106302,913106302,188476580,S184765806,913106302,Q931063028,OK,False,-1
D828851030,5328851030,532885103,532885103,242906442,Z129064428,532885103,D828851030,OK,False,-1
J931254882,8431254882,843125488,843125488,207984358,U179843582,843125488,J931254882,OK,False,-1
T202644018,4402644018,440264401,440264401,525015830,C850158307,440264401,T202644018,OK,False,-1
N973882245,8873882245,887388224,887388224,939778807,S997788079,887388224,N973882245,OK,False,-1
R841157358,6741157358,674115735,674115735,842074467,J920744679,674115735,R841157358,OK,False,-1
A808538999,5008538999,500853899,500853899,411153784,Q211537845,500853899,A808538999,OK,False,-1
Z126461256,2426461256,242646125,242646125,866286326,L962863269,242646125,Z126461256,OK,False,-1
C874508890,5274508890,527450889,527450889,468847852,V288478523,527450889,C874508890,OK,False,-1
V287655099,4687655099,468765509,468765509,339178453,I291784534,468765509,V287655099,OK,False,-1
E242160179,2942160179,294216017,294216017,429648152,R296481521,294216017,E242160179,OK,False,-1
U862658460,7062658460,706265846,706265846,455404539,U254045395,706265846,U862658460,OK,False,-1
N182321179,1382321179,138232117,138232117,956116614,U961166143,138232117,N182321179,OK,False,-1
V943726893,9643726893,964372689,964372689,794223256,E942232567,964372689,V943726893,OK,False,-1
S807781295,6807781295,680778129,680778129,124144775,M141447751,680778129,S807781295,OK,False,-1
G237404255,3137404255,313740425,313740425,291476632,E214766321,313740425,G237404255,OK,False,-1
I910936294,8310936294,831093629,831093629,565158663,G851586630,831093629,I910936294,OK,False,-1
K806585462,6006585462,600658546,600658546,322688552,H226885521,600658546,K806585462,OK,False,-1
B878487837,5178487837,517848783,517848783,958833013,U988330138,517848783,B878487837,OK,False,-1
V943799387,9643799387,964379938,964379938,779838440,C998384401,964379938,V943799387,OK,False,-1
W904374437,9704374437,970437443,970437443,516293756,B862937568,970437443,W904374437,OK,False,-1
B271027260,2671027260,267102726,267102726,741277091,Z812770915,267102726,B271027260,OK,False,-1
V234047438,4634047438,463404743,463404743,497609214,Z276092141,463404743,V234047438,OK,False,-1
X879655247,7379655247,737965524,737965524,832866389,I928663899,737965524,X879655247,OK,False,-1
F879599232,5579599232,557959923,557959923,769302788,B993027884,557959923,F879599232,OK,False,-1
J836463290,5936463290,593646329,593646329,358101885,K281018851,593646329,J836463290,OK,False,-1
X886896043,7386896043,738689604,738689604,427079392,R270793928,738689604,X886896043,OK,False,-1
M260723063,3760723063,376072306,376072306,518854244,B888542443,376072306,M260723063,OK,False,-1
C277571179,2777571179,277757117,277757117,826604024,H966040242,277757117,C277571179,OK,False,-1
T864335272,6964335272,696433527,696433527,093839070,J138390705,696433527,T864335272,OK,False,-1
R801435622,6701435622,670143562,670143562,778704573,C987045733,670143562,R801435622,OK,False,-1
E183999503,0483999503,048399950,048399950,421875976,R218759760,048399950,E183999503,OK,False,-1
K877721178,6077721178,607772117,607772117,084822524,I148225246,607772117,K877721178,OK,False,-1
P108876161,1508876161,150887616,150887616,638126344,N881263449,150887616,P108876161,OK,False,-1
G941148264,8141148264,814114826,814114826,041008473,E110084737,814114826,G941148264,OK,False,-1
O911383065,8911383065,891138306,891138306,381313787,N213137878,891138306,O911383065,OK,False,-1
C910063401,7710063401,771006340,771006340,842222585,J922225855,771006340,C910063401,OK,False,-1
G275663098,3175663098,317566309,317566309,971535692,W915356927,317566309,G275663098,OK,False,-1
L985611816,8685611816,868561181,868561181,833743229,I937432295,868561181,L985611816,OK,False,-1
A262989069,2562989069,256298906,256298906,992714904,Z927149040,256298906,A262989069,OK,False,-1
U821447541,7021447541,702144754,702144754,736697194,X866971947,702144754,U821447541,OK,False,-1
N166742409,1366742409,136674240,136674240,343942218,J239422182,136674240,N166742409,OK,False,-1
V976135044,9676135044,967613504,967613504,015425163,B154251635,967613504,V976135044,OK,False,-1
U928207449,9528207449,952820744,952820744,513589113,B835891131,952820744,U928207449,OK,False,-1
V847079197,7147079197,714707919,714707919,682404246,S824042466,714707919,V847079197,OK,False,-1
U864961880,7064961880,706496188,706496188,513093206,B830932066,706496188,U864961880,OK,False,-1
B237846123,2637846123,263784612,263784612,156517889,P165178899,263784612,B237846123,OK,False,-1
R870463150,6770463150,677046315,677046315,888314217,N983142178,677046315,R870463150,OK,False,-1
A899492195,5099492195,509949219,509949219,815083690,G950836900,509949219,A899492195,OK,False,-1
F851742057,5551742057,555174205,555174205,041217691,E112176916,555174205,F851742057,OK,False,-1
N201427438,3801427438,380142743,380142743,554278729,F842787299,380142743,N201427438,OK,False,-1
C803852469,5203852469,520385246,520385246,280514237,D205142376,520385246,C803852469,OK,False,-1
T183131307,1983131307,198313130,198313130,179235847,R192358476,198313130,T183131307,OK,False,-1
X988661004,9888661004,988866100,988866100,885711536,N957115365,988866100,X988661004,OK,False,-1
U811672587,7011672587,701167258,701167258,111055176,L110551765,701167258,U811672587,OK,False,-1
P906043393,9006043393,900604339,900604339,813176128,G931761282,900604339,P906043393,OK,False,-1
J868872545,5968872545,596887254,596887254,836855573,I968555732,596887254,J868872545,OK,False,-1
X203946979,4803946979,480394697,480394697,203168918,U131689182,480394697,X203946979,OK,False,-1
A983078145,7583078145,758307814,758307814,556185226,F861852266,758307814,A983078145,OK,False,-1
Q965343768,9165343768,916534376,916534376,020809284,C108092843,916534376,Q965343768,OK,False,-1
J889464436,5989464436,598946443,598946443,069086229,G190862291,598946443,J889464436,OK,False,-1
Q945311144,9145311144,914531114,914531114,388134961,N281349611,914531114,Q945311144,OK,False,-1
Q829420931,6629420931,662942093,662942093,339711052,I297110529,662942093,Q829420931,OK,False,-1
H133536415,0733536415,073353641,073353641,922574117,R925741174,073353641,H133536415,OK,False,-1
D191247964,0391247964,039124796,039124796,777027851,C970278517,039124796,D191247964,OK,False,-1
G251264404,3151264404,315126440,315126440,569563024,G895630248,315126440,G251264404,OK,False,-1
A178441201,0078441201,007844120,007844120,447418869,T274188694,007844120,A178441201,OK,False,-1
V994360198,9694360198,969436019,969436019,519993072,B899930726,969436019,V994360198,OK,False,-1
G121758713,0621758713,062175871,062175871,632425262,N824252628,062175871,G121758713,OK,False,-1
Z281651170,4981651170,498165117,498165117,998964266,Z989642668,498165117,Z281651170,OK,False,-1
U910186280,9510186280,951018628,951018628,429783061,R297830617,951018628,U910186280,OK,False,-1
Z907140523,9907140523,990714052,990714052,040087685,E100876858,990714052,Z907140523,OK,False,-1
B170303303,0170303303,017030330,017030330,326132199,H261321999,017030330,B170303303,OK,False,-1
O220387013,3920387013,392038701,392038701,010759504,B107595040,392038701,O220387013,OK,False,-1
L294619773,3694619773,369461977,369461977,819112648,G991126487,369461977,L294619773,OK,False,-1
Z181893765,2481893765,248189376,248189376,072225271,H122252711,248189376,Z181893765,OK,False,-1
X910157397,9810157397,981015739,981015739,640901825,O809018257,981015739,X910157397,OK,False,-1
N241216302,3841216302,384121630,384121630,326047641,H260476413,384121630,N241216302,OK,False,-1
P977997257,9077997257,907799725,907799725,536985070,D869850708,907799725,P977997257,OK,False,-1
R160363863,1760363863,176036386,176036386,785470271,D954702715,176036386,R160363863,OK,False,-1
R130400899,1730400899,173040089,173040089,571142483,H811424830,173040089,R130400899,OK,False,-1
J840579872,5940579872,594057987,594057987,998532098,Z985320983,594057987,J840579872,OK,False,-1
M229350260,3729350260,372935026,372935026,117570004,L175700042,372935026,M229350260,OK,False,-1
Q200766652,4100766652,410076665,410076665,264692250,B246922501,410076665,Q200766652,OK,False,-1
Q106316556,1606316556,160631655,160631655,134704795,N147047952,160631655,Q106316556,OK,False,-1
B849178294,5149178294,514917829,514917829,421538680,R215386809,514917829,B849178294,OK,False,-1
F205253385,3005253385,300525338,300525338,942354429,T923544295,300525338,F205253385,OK,False,-1
O128306670,1428306670,142830667,142830667,454104829,U241048293,142830667,O128306670,OK,False,-1
C926518757,7726518757,772651875,772651875,040882737,E108827375,772651875,C926518757,OK,False,-1
M973397393,8773397393,877339739,877339739,274449596,C244495968,877339739,M973397393,OK,False,-1
S241598910,4341598910,434159891,434159891,287840274,D278402745,434159891,S241598910,OK,False,-1
I911503735,8311503735,831150373,831150373,484900162,X249001622,831150373,I911503735,OK,False,-1
A946481133,7546481133,754648113,754648113,808976679,F989766792,754648113,A946481133,OK,False,-1
X985795521,9885795521,988579552,988579552,416072464,Q260724643,988579552,X985795521,OK,False,-1
S951850207,9351850207,935185020,935185020,169692142,Q196921429,935185020,S951850207,OK,False,-1
X848862070,7348862070,734886207,734886207,112413050,L124130505,734886207,X848862070,OK,False,-1
T278164887,4478164887,447816488,447816488,985307698,X953076980,447816488,T278164887,OK,False,-1
H837778262,5737778262,573777826,573777826,519444051,B894440512,573777826,H837778262,OK,False,-1
O855419324,6455419324,645541932,645541932,550022788,F800227887,645541932,O855419324,OK,False,-1
I110413110,0810413110,081041311,081041311,197148276,T171482764,081041311,I110413110,OK,False,-1
E944072541,7944072541,794407254,794407254,570566475,H805664757,794407254,E944072541,OK,False,-1
R225718091,4225718091,422571809,422571809,291576929,E215769291,422571809,R225718091,OK,False,-1
D147833763,0347833763,034783376,034783376,417172837,Q271728371,034783376,D147833763,OK,False,-1
X228722162,4828722162,482872216,482872216,197364849,T173648493,482872216,X228722162,OK,False,-1
O250169667,3950169667,395016966,395016966,950551062,U905510621,395016966,O250169667,OK,False,-1
A179353139,0079353139,007935313,007935313,676983486,R869834867,007935313,A179353139,OK,False,-1
Q837368815,6637368815,663736881,663736881,909020238,P990202386,663736881,Q837368815,OK,False,-1
Z104944783,2404944783,240494478,240494478,565293487,G852934872,240494478,Z104944783,OK,False,-1
N116970373,1316970373,131697037,131697037,475424536,W254245361,131697037,N116970373,OK,False,-1
Z851157616,7451157616,745115761,745115761,741290739,Z812907396,745115761,Z851157616,OK,False,-1
R240459477,4240459477,424045947,424045947,422394017,R223940175,424045947,R240459477,OK,False,-1
E195532170,0495532170,049553217,049553217,931641168,S916411682,049553217,E195532170,OK,False,-1
B121435783,0121435783,012143578,012143578,257060825,A270608251,012143578,B121435783,OK,False,-1
U138413300,2038413300,203841330,203841330,877142158,M971421583,203841330,U138413300,OK,False,-1
S868042679,6868042679,686804267,686804267,159004182,P190041823,686804267,S868042679,OK,False,-1
G860054221,5660054221,566005422,566005422,642310927,O823109273,566005422,G860054221,OK,False,-1
A946862530,7546862530,754686253,754686253,085235090,I152350903,754686253,A946862530,OK,False,-1
N100212619,1300212619,130021261,130021261,911808420,Q918084207,130021261,N100212619,OK,False,-1
V940980797,9640980797,964098079,964098079,723774800,W837748007,964098079,V940980797,OK,False,-1
S826872195,6826872195,682687219,682687219,988917776,X989177761,682687219,S826872195,OK,False,-1
E118411076,0418411076,041841107,041841107,442895782,T228957823,041841107,E118411076,OK,False,-1
O816067939,6416067939,641606793,641606793,073409561,H134095619,641606793,O816067939,OK,False,-1
V947655055,9647655055,964765505,964765505,291040698,E210406986,964765505,V947655055,OK,False,-1
V897578823,7197578823,719757882,719757882,151819409,P118194096,719757882,V897578823,OK,False,-1
H864514961,5764514961,576451496,576451496,830972756,I909727565,576451496,H864514961,OK,False,-1
W923748993,9723748993,972374899,972374899,477196240,W271962405,972374899,W923748993,OK,False,-1
F828275925,5528275925,552827592,552827592,589080769,I890807692,552827592,F828275925,OK,False,-1
J985953774,8485953774,848595377,848595377,293366430,E233664306,848595377,J985953774,OK,False,-1
U204956192,4504956192,450495619,450495619,116942346,L169423463,450495619,U204956192,OK,False,-1
I209448636,3309448636,330944863,330944863,699878000,T898780003,330944863,I209448636,OK,False,-1
E968917654,7968917654,796891765,796891765,768422586,B984225863,796891765,E968917654,OK,False,-1
G251596741,3151596741,315159674,315159674,333942031,I239420315,315159674,G251596741,OK,False,-1
S176640407,1876640407,187664040,187664040,306029612,F260296128,187664040,S176640407,OK,False,-1
L210166624,3610166624,361016662,361016662,704633425,U846334250,361016662,L210166624,OK,False,-1
G996863369,8196863369,819686336,819686336,262116508,B221165082,819686336,G996863369,OK,False,-1
X888672729,7388672729,738867272,738867272,911095527,Q910955272,738867272,X888672729,OK,False,-1
C285744104,2785744104,278574410,278574410,867592049,L975920497,278574410,C285744104,OK,False,-1
U906780609,9506780609,950678060,950678060,484781510,X247815100,950678060,U906780609,OK,False,-1
G932003743,8132003743,813200374,813200374,473370487,W233704874,813200374,G932003743,OK,False,-1
V160793534,2160793534,216079353,216079353,967097351,V970973513,216079353,V160793534,OK,False,-1
V117935839,2117935839,211793583,211793583,219734000,V197340003,211793583,V117935839,OK,False,-1
H158257808,0758257808,075825780,075825780,032942774,D129427749,075825780,H158257808,OK,False,-1
T949765374,9449765374,944976537,944976537,648435154,O884351546,944976537,T949765374,OK,False,-1
S962999135,9362999135,936299913,936299913,410539547,Q205395475,936299913,S962999135,OK,False,-1
N219127474,3819127474,381912747,381912747,067291348,G172913482,381912747,N219127474,OK,False,-1
N111538151,1311538151,131153815,131153815,219428337,V194283378,131153815,N111538151,OK,False,-1
M128449051,1228449051,122844905,122844905,762273566,B922735662,122844905,M128449051,OK,False,-1
I243094690,3343094690,334309469,334309469,316727123,G267271237,334309469,I243094690,OK,False,-1
L161287303,1161287303,116128730,116128730,447745744,T277457445,116128730,L161287303,OK,False,-1
L874460089,6174460089,617446008,617446008,273408912,C234089127,617446008,L874460089,OK,False,-1
G936013905,8136013905,813601390,813601390,761782653,B917826530,813601390,G936013905,OK,False,-1
N114752500,1314752500,131475250,131475250,779307877,C993078775,131475250,N114752500,OK,False,-1
R159988201,1759988201,175998820,175998820,747384277,Z873842776,175998820,R159988201,OK,False,-1
R893006199,6793006199,679300619,679300619,424477892,R244778928,679300619,R893006199,OK,False,-1
Q179795569,1679795569,167979556,167979556,847593050,J975930509,167979556,Q179795569,OK,False,-1
R890398234,6790398234,679039823,679039823,682671105,S826711053,679039823,R890398234,OK,False,-1
F153399023,0553399023,055339902,055339902,180945762,S109457627,055339902,F153399023,OK,False,-1
F841343033,5541343033,554134303,554134303,754707788,A947077884,554134303,F841343033,OK,False,-1
F256581365,3056581365,305658136,305658136,544358507,E843585074,305658136,F256581365,OK,False,-1
Q853248756,6653248756,665324875,665324875,586276782,I862767825,665324875,Q853248756,OK,False,-1
A142184440,0042184440,004218444,004218444,382685774,N226857745,004218444,A142184440,OK,False,-1
A298597573,2598597573,259859757,259859757,376310462,M263104622,259859757,A298597573,OK,False,-1
E887317850,5487317850,548731785,548731785,368647149,L286471492,548731785,E887317850,OK,False,-1
P998824562,9098824562,909882456,909882456,913686549,Q936865497,909882456,P998824562,OK,False,-1
Q216674334,4116674334,411667433,411667433,393137773,O231377738,411667433,Q216674334,OK,False,-1
J975465338,8475465338,847546533,847546533,703383704,U833837046,847546533,J975465338,OK,False,-1
E845787343,5445787343,544578734,544578734,163417036,Q134170364,544578734,E845787343,OK,False,-1
E909017182,7909017182,790901718,790901718,457368263,U273682630,790901718,E909017182,OK,False,-1
V935958283,9635958283,963595828,963595828,645480186,O854801864,963595828,V935958283,OK,False,-1
R232501346,4232501346,423250134,423250134,362602726,L226027263,423250134,R232501346,OK,False,-1
B209389042,2609389042,260938904,260938904,920102585,R901025851,260938904,B209389042,OK,False,-1
H946296597,8246296597,824629659,824629659,176788507,R167885077,824629659,H946296597,OK,False,-1
P996467765,9096467765,909646776,909646776,521211850,C812118505,909646776,P996467765,OK,False,-1
B232173769,2632173769,263217376,263217376,480240553,X202405531,263217376,B232173769,OK,False,-1
F121767202,0521767202,052176720,052176720,262227334,B222273341,052176720,F121767202,OK,False,-1
K808054693,6008054693,600805469,600805469,614107458,L841074582,600805469,K808054693,OK,False,-1
S942018371,9342018371,934201837,934201837,139634720,N196347207,934201837,S942018371,OK,False,-1
B266070428,2666070428,266607042,266607042,843628354,J936283543,266607042,B266070428,OK,False,-1
Z817403991,7417403991,741740399,741740399,629123358,M891233587,741740399,Z817403991,OK,False,-1
T918107977,9418107977,941810797,941810797,268358547,B283585473,941810797,T918107977,OK,False,-1
Z171464967,2471464967,247146496,247146496,524972821,C849728213,247146496,Z171464967,OK,False,-1
N174317116,1374317116,137431711,137431711,020243259,C102432594,137431711,N174317116,OK,False,-1
G268661084,3168661084,316866108,316866108,676103678,R861036789,316866108,G268661084,OK,False,-1
V965777714,9665777714,966577771,966577771,765799651,B957996511,966577771,V965777714,OK,False,-1
Q158932580,1658932580,165893258,165893258,585850868,I858508685,165893258,Q158932580,OK,False,-1
L127888188,1127888188,112788818,112788818,078433619,H184336192,112788818,L127888188,OK,False,-1
B120244313,0120244313,012024431,012024431,458454628,U284546289,012024431,B120244313,OK,False,-1
J206695013,3406695013,340669501,340669501,222921637,W129216378,340669501,J206695013,OK,False,-1
O214723432,3914723432,391472343,391472343,808368729,F983687292,391472343,O214723432,OK,False,-1
M204287051,3704287051,370428705,370428705,106277932,K162779328,370428705,M204287051,OK,False,-1
E123388600,0423388600,042338860,042338860,229340487,W193404875,042338860,E123388600,OK,False,-1
B102659316,0102659316,010265931,010265931,724581535,W845815357,010265931,B102659316,OK,False,-1
F207693690,3007693690,300769369,300769369,887347023,N973470236,300769369,F207693690,OK,False,-1
D841281429,5341281429,534128142,534128142,218616236,V186162360,534128142,D841281429,OK,False,-1
I172484615,0872484615,087248461,087248461,375213883,M252138836,087248461,I172484615,OK,False,-1
Q241711671,4141711671,414171167,414171167,015226967,B152269675,414171167,Q241711671,OK,False,-1
U806060182,7006060182,700606018,700606018,532930235,D829302358,700606018,U806060182,OK,False,-1
H873651486,5773651486,577365148,577365148,928111877,R981118775,577365148,H873651486,OK,False,-1
R857162169,6757162169,675716216,675716216,499889530,Z298895306,675716216,R857162169,OK,False,-1
Q240286437,4140286437,414028643,414028643,863675669,L936756695,414028643,Q240286437,OK,False,-1
L223115453,3623115453,362311545,362311545,315343248,G253432482,362311545,L223115453,OK,False,-1
G975825476,8175825476,817582547,817582547,693369682,T833696820,817582547,G975825476,OK,False,-1
S218938155,4318938155,431893815,431893815,507389548,A873895481,431893815,S218938155,OK,False,-1
W236065427,4736065427,473606542,473606542,319340420,G293404202,473606542,W236065427,OK,False,-1
Q936246787,9136246787,913624678,913624678,825978267,H959782673,913624678,Q936246787,OK,False,-1
L901304085,8601304085,860130408,860130408,468212163,V282121632,860130408,L901304085,OK,False,-1
Q278799850,4178799850,417879985,417879985,902143178,P921431782,417879985,Q278799850,OK,False,-1
